X,F
-3,-6.61287431064084E-16
-2.9,-0.511373169494452
-2.8,-0.798887473687929
-2.7,-0.770355778199074
-2.6,-0.458472496788129
-2.5,4.59227382683391E-16
-2.4,0.423205381650581
-2.3,0.656228996243656
-2.2,0.627697300754802
-2.1,0.370304708944258
-2,-2.93905524917371E-16
-1.9,-0.33503759380671
-1.8,-0.513570518799383
-1.7,-0.485038823310528
-1.6,-0.282136921100387
-1.5,1.65321857766021E-16
-1.4,0.246869805962839
-1.3,0.37091204135511
-1.2,0.342380345866255
-1.1,0.193969133256516
-1,-7.34763812293426E-17
-0.9,-0.158702018118968
-0.8,-0.228253563910837
-0.7,-0.199721868421982
-0.6,-0.105801345412645
-0.5,1.83690953073357E-17
-0.4,0.0705342302750968
-0.3,0.0855950864665638
-0.2,0.0570633909777092
-0.1,0.0176335575687742
0,0
0.1,0.0176335575687742
0.2,0.0570633909777092
0.3,0.0855950864665638
0.4,0.0705342302750968
0.5,1.83690953073357E-17
0.6,-0.105801345412645
0.7,-0.199721868421982
0.8,-0.228253563910837
0.9,-0.158702018118968
1,-7.34763812293426E-17
1.1,0.193969133256516
1.2,0.342380345866255
1.3,0.37091204135511
1.4,0.246869805962839
1.5,1.65321857766021E-16
1.6,-0.282136921100387
1.7,-0.485038823310528
1.8,-0.513570518799383
1.9,-0.33503759380671
2,-2.93905524917371E-16
2.1,0.370304708944258
2.2,0.627697300754802
2.3,0.656228996243656
2.4,0.423205381650581
2.5,4.59227382683391E-16
2.6,-0.458472496788129
2.7,-0.770355778199074
2.8,-0.798887473687929
2.9,-0.511373169494452
3,-6.61287431064084E-16
-3,-6.61287431064084E-16
-2.999,-0.0056529446258137
-2.998,-0.0113018962710873
-2.997,-0.0169466321481263
-2.996,-0.022586929784471
-2.995,-0.0282225670316972
-2.994,-0.0338533220741338
-2.993,-0.0394789734376123
-2.992,-0.0450992999981622
-2.991,-0.0507140809907213
-2.99,-0.0563230960177944
-2.989,-0.0619261250581077
-2.988,-0.0675229484752385
-2.987,-0.0731133470262253
-2.986,-0.0786971018701547
-2.985,-0.0842739945767313
-2.984,-0.089843807134809
-2.983,-0.0954063219609312
-2.982,-0.100961321907817
-2.981,-0.106508590272842
-2.98,-0.112047910806488
-2.979,-0.117579067720773
-2.978,-0.123101845697655
-2.977,-0.128616029897418
-2.976,-0.134121405967014
-2.975,-0.139617760048407
-2.974,-0.145104878786876
-2.973,-0.150582549339288
-2.972,-0.156050559382357
-2.971,-0.161508697120868
-2.97,-0.16695675129588
-2.969,-0.172394511192904
-2.968,-0.17782176665003
-2.967,-0.18323830806607
-2.966,-0.188643926408643
-2.965,-0.194038413222226
-2.964,-0.19942156063619
-2.963,-0.204793161372822
-2.962,-0.210153008755282
-2.961,-0.215500896715563
-2.96,-0.22083661980239
-2.959,-0.226159973189137
-2.958,-0.231470752681653
-2.957,-0.236768754726107
-2.956,-0.242053776416765
-2.955,-0.247325615503777
-2.954,-0.252584070400893
-2.953,-0.257828940193166
-2.952,-0.263060024644622
-2.951,-0.268277124205894
-2.95,-0.273480040021828
-2.949,-0.27866857393905
-2.948,-0.283842528513498
-2.947,-0.289001707017936
-2.946,-0.294145913449416
-2.945,-0.299274952536715
-2.944,-0.304388629747734
-2.943,-0.309486751296862
-2.942,-0.314569124152315
-2.941,-0.319635556043423
-2.94,-0.324685855467888
-2.939,-0.32971983169902
-2.938,-0.334737294792917
-2.937,-0.339738055595615
-2.936,-0.344721925750208
-2.935,-0.349688717703924
-2.934,-0.354638244715166
-2.933,-0.359570320860516
-2.932,-0.364484761041695
-2.931,-0.369381380992503
-2.93,-0.374259997285697
-2.929,-0.37912042733986
-2.928,-0.38396248942618
-2.927,-0.38878600267526
-2.926,-0.393590787083831
-2.925,-0.398376663521455
-2.924,-0.403143453737169
-2.923,-0.407890980366122
-2.922,-0.412619066936129
-2.921,-0.417327537874216
-2.92,-0.422016218513104
-2.919,-0.426684935097674
-2.918,-0.431333514791375
-2.917,-0.435961785682589
-2.916,-0.440569576790963
-2.915,-0.445156718073699
-2.914,-0.449723040431792
-2.913,-0.45426837571624
-2.912,-0.458792556734189
-2.911,-0.463295417255072
-2.91,-0.467776792016665
-2.909,-0.472236516731125
-2.908,-0.476674428090977
-2.907,-0.481090363775054
-2.906,-0.485484162454402
-2.905,-0.489855663798134
-2.904,-0.494204708479232
-2.903,-0.498531138180331
-2.902,-0.502834795599427
-2.901,-0.507115524455563
-2.9,-0.511373169494452
-2.899,-0.515607576494073
-2.898,-0.519818592270207
-2.897,-0.524006064681933
-2.896,-0.528169842637075
-2.895,-0.532309776097612
-2.894,-0.536425716085027
-2.893,-0.540517514685634
-2.892,-0.544585025055812
-2.891,-0.548628101427253
-2.89,-0.552646599112114
-2.889,-0.556640374508148
-2.888,-0.560609285103766
-2.887,-0.564553189483091
-2.886,-0.568471947330909
-2.885,-0.572365419437622
-2.884,-0.576233467704115
-2.883,-0.58007595514661
-2.882,-0.583892745901438
-2.881,-0.587683705229787
-2.88,-0.591448699522387
-2.879,-0.595187596304153
-2.878,-0.598900264238775
-2.877,-0.602586573133268
-2.876,-0.606246393942448
-2.875,-0.609879598773398
-2.874,-0.613486060889847
-2.873,-0.617065654716517
-2.872,-0.620618255843421
-2.871,-0.624143741030103
-2.87,-0.627641988209835
-2.869,-0.631112876493757
-2.868,-0.634556286174974
-2.867,-0.637972098732591
-2.866,-0.641360196835713
-2.865,-0.644720464347379
-2.864,-0.648052786328461
-2.863,-0.651357049041483
-2.862,-0.654633139954429
-2.861,-0.657880947744465
-2.86,-0.661100362301629
-2.859,-0.664291274732455
-2.858,-0.667453577363565
-2.857,-0.670587163745193
-2.856,-0.673691928654656
-2.855,-0.676767768099779
-2.854,-0.679814579322277
-2.853,-0.682832260801063
-2.852,-0.685820712255524
-2.851,-0.688779834648722
-2.85,-0.691709530190579
-2.849,-0.694609702340965
-2.848,-0.697480255812763
-2.847,-0.700321096574869
-2.846,-0.703132131855152
-2.845,-0.705913270143339
-2.844,-0.708664421193867
-2.843,-0.711385496028674
-2.842,-0.71407640693993
-2.841,-0.716737067492729
-2.84,-0.719367392527718
-2.839,-0.721967298163666
-2.838,-0.724536701800001
-2.837,-0.727075522119271
-2.836,-0.729583679089559
-2.835,-0.732061093966854
-2.834,-0.734507689297348
-2.833,-0.7369233889197
-2.832,-0.73930811796723
-2.831,-0.741661802870066
-2.83,-0.743984371357241
-2.829,-0.746275752458724
-2.828,-0.748535876507415
-2.827,-0.750764675141055
-2.826,-0.752962081304123
-2.825,-0.755128029249642
-2.824,-0.757262454540952
-2.823,-0.759365294053417
-2.822,-0.761436485976089
-2.821,-0.763475969813309
-2.82,-0.765483686386253
-2.819,-0.767459577834423
-2.818,-0.769403587617096
-2.817,-0.7713156605147
-2.816,-0.773195742630152
-2.815,-0.775043781390122
-2.814,-0.776859725546267
-2.813,-0.778643525176389
-2.812,-0.780395131685549
-2.811,-0.78211449780712
-2.81,-0.783801577603796
-2.809,-0.785456326468535
-2.808,-0.78707870112545
-2.807,-0.788668659630653
-2.806,-0.790226161373031
-2.805,-0.791751167074981
-2.804,-0.793243638793078
-2.803,-0.794703539918698
-2.802,-0.796130835178583
-2.801,-0.797525490635345
-2.8,-0.798887473687929
-2.799,-0.800216753072009
-2.798,-0.801513298860332
-2.797,-0.802777082463015
-2.796,-0.804008076627775
-2.795,-0.805206255440117
-2.794,-0.806371594323458
-2.793,-0.807504070039199
-2.792,-0.80860366068675
-2.791,-0.809670345703487
-2.79,-0.810704105864664
-2.789,-0.811704923283271
-2.788,-0.812672781409834
-2.787,-0.813607665032157
-2.786,-0.814509560275021
-2.785,-0.815378454599823
-2.784,-0.816214336804155
-2.783,-0.817017197021337
-2.782,-0.817787026719893
-2.781,-0.818523818702974
-2.78,-0.819227567107727
-2.779,-0.819898267404606
-2.778,-0.82053591639664
-2.777,-0.82114051221863
-2.776,-0.821712054336313
-2.775,-0.822250543545452
-2.774,-0.822755981970892
-2.773,-0.823228373065545
-2.772,-0.823667721609335
-2.771,-0.824074033708081
-2.77,-0.824447316792331
-2.769,-0.824787579616144
-2.768,-0.825094832255815
-2.767,-0.825369086108549
-2.766,-0.825610353891083
-2.765,-0.825818649638255
-2.764,-0.825993988701519
-2.763,-0.826136387747407
-2.762,-0.826245864755945
-2.761,-0.826322439019003
-2.76,-0.826366131138609
-2.759,-0.826376963025199
-2.758,-0.826354957895819
-2.757,-0.826300140272277
-2.756,-0.826212535979239
-2.755,-0.826092172142277
-2.754,-0.825939077185862
-2.753,-0.82575328083131
-2.752,-0.82553481409467
-2.751,-0.82528370928457
-2.75,-0.825
-2.749,-0.824683721128056
-2.748,-0.824334908841626
-2.747,-0.823953600597025
-2.746,-0.823539835131582
-2.745,-0.82309365246118
-2.744,-0.822615093877733
-2.743,-0.822104201946629
-2.742,-0.82156102050411
-2.741,-0.82098559465461
-2.74,-0.820377970768039
-2.739,-0.819738196477019
-2.738,-0.819066320674068
-2.737,-0.818362393508742
-2.736,-0.817626466384716
-2.735,-0.816858591956827
-2.734,-0.816058824128062
-2.733,-0.815227218046499
-2.732,-0.814363830102199
-2.731,-0.813468717924048
-2.73,-0.812541940376557
-2.729,-0.811583557556605
-2.728,-0.810593630790139
-2.727,-0.809572222628829
-2.726,-0.808519396846666
-2.725,-0.807435218436525
-2.724,-0.80631975360667
-2.723,-0.805173069777216
-2.722,-0.803995235576549
-2.721,-0.802786320837687
-2.72,-0.80154639659461
-2.719,-0.800275535078527
-2.718,-0.798973809714115
-2.717,-0.797641295115692
-2.716,-0.796278067083364
-2.715,-0.794884202599109
-2.714,-0.793459779822831
-2.713,-0.792004878088353
-2.712,-0.790519577899379
-2.711,-0.789003960925403
-2.71,-0.787458109997577
-2.709,-0.785882109104531
-2.708,-0.784276043388152
-2.707,-0.782639999139317
-2.706,-0.780974063793585
-2.705,-0.779278325926839
-2.704,-0.777552875250896
-2.703,-0.775797802609055
-2.702,-0.774013199971628
-2.701,-0.772199160431402
-2.7,-0.770355778199074
-2.699,-0.768483148598641
-2.698,-0.766581368062746
-2.697,-0.76465053412798
-2.696,-0.762690745430149
-2.695,-0.760702101699491
-2.694,-0.75868470375586
-2.693,-0.756638653503864
-2.692,-0.75456405392796
-2.691,-0.752461009087513
-2.69,-0.750329624111819
-2.689,-0.748170005195071
-2.688,-0.745982259591307
-2.687,-0.743766495609299
-2.686,-0.741522822607418
-2.685,-0.739251350988446
-2.684,-0.736952192194364
-2.683,-0.734625458701079
-2.682,-0.732271264013147
-2.681,-0.72988972265842
-2.68,-0.72748095018268
-2.679,-0.725045063144224
-2.678,-0.722582179108422
-2.677,-0.720092416642223
-2.676,-0.717575895308635
-2.675,-0.715032735661165
-2.674,-0.712463059238225
-2.673,-0.709866988557495
-2.672,-0.707244647110258
-2.671,-0.704596159355691
-2.67,-0.701921650715135
-2.669,-0.699221247566303
-2.668,-0.696495077237489
-2.667,-0.693743268001708
-2.666,-0.690965949070829
-2.665,-0.688163250589652
-2.664,-0.685335303629967
-2.663,-0.682482240184567
-2.662,-0.679604193161241
-2.661,-0.676701296376722
-2.66,-0.673773684550608
-2.659,-0.670821493299248
-2.658,-0.667844859129603
-2.657,-0.664843919433058
-2.656,-0.661818812479223
-2.655,-0.658769677409688
-2.654,-0.655696654231754
-2.653,-0.652599883812127
-2.652,-0.649479507870592
-2.651,-0.646335668973638
-2.65,-0.643168510528082
-2.649,-0.639978176774628
-2.648,-0.636764812781425
-2.647,-0.633528564437579
-2.646,-0.630269578446651
-2.645,-0.62698800232011
-2.644,-0.623683984370766
-2.643,-0.620357673706175
-2.642,-0.617009220222021
-2.641,-0.613638774595457
-2.64,-0.610246488278426
-2.639,-0.606832513490961
-2.638,-0.603397003214459
-2.637,-0.599940111184907
-2.636,-0.596461991886111
-2.635,-0.592962800542876
-2.634,-0.589442693114189
-2.633,-0.58590182628633
-2.632,-0.582340357466015
-2.631,-0.578758444773465
-2.63,-0.575156247035493
-2.629,-0.571533923778523
-2.628,-0.567891635221625
-2.627,-0.564229542269505
-2.626,-0.560547806505475
-2.625,-0.556846590184406
-2.624,-0.553126056225654
-2.623,-0.549386368205964
-2.622,-0.545627690352351
-2.621,-0.541850187534971
-2.62,-0.538054025259949
-2.619,-0.534239369662204
-2.618,-0.530406387498252
-2.617,-0.526555246138979
-2.616,-0.522686113562401
-2.615,-0.518799158346405
-2.614,-0.514894549661467
-2.613,-0.510972457263357
-2.612,-0.507033051485816
-2.611,-0.50307650323322
-2.61,-0.499102983973223
-2.609,-0.495112665729402
-2.608,-0.491105721073844
-2.607,-0.487082323119753
-2.606,-0.483042645514022
-2.605,-0.478986862429802
-2.604,-0.474915148559027
-2.603,-0.470827679104961
-2.602,-0.466724629774698
-2.601,-0.462606176771674
-2.6,-0.458472496788129
-2.599,-0.454323766997589
-2.598,-0.450160165047315
-2.597,-0.445981869050746
-2.596,-0.441789057579919
-2.595,-0.437581909657885
-2.594,-0.433360604751107
-2.593,-0.429125322761855
-2.592,-0.424876244020567
-2.591,-0.42061354927822
-2.59,-0.41633741969868
-2.589,-0.41204803685104
-2.588,-0.40774558270195
-2.587,-0.403430239607933
-2.586,-0.399102190307691
-2.585,-0.394761617914412
-2.584,-0.390408705908041
-2.583,-0.386043638127571
-2.582,-0.381666598763306
-2.581,-0.377277772349125
-2.58,-0.372877343754728
-2.579,-0.368465498177885
-2.578,-0.364042421136666
-2.577,-0.359608298461681
-2.576,-0.355163316288285
-2.575,-0.350707661048801
-2.574,-0.346241519464722
-2.573,-0.341765078538928
-2.572,-0.33727852554786
-2.571,-0.332782048033724
-2.57,-0.328275833796669
-2.569,-0.32376007088698
-2.568,-0.319234947597227
-2.567,-0.314700652454464
-2.566,-0.310157374212376
-2.565,-0.305605301843463
-2.564,-0.301044624531176
-2.563,-0.29647553166209
-2.562,-0.291898212818056
-2.561,-0.287312857768352
-2.56,-0.282719656461833
-2.559,-0.278118799019081
-2.558,-0.273510475724547
-2.557,-0.268894877018714
-2.556,-0.264272193490219
-2.555,-0.259642615868015
-2.554,-0.255006335013512
-2.553,-0.25036354191272
-2.552,-0.2457144276684
-2.551,-0.241059183492205
-2.55,-0.236398000696833
-2.549,-0.231731070688181
-2.548,-0.227058584957484
-2.547,-0.222380735073482
-2.546,-0.217697712674566
-2.545,-0.213009709460951
-2.544,-0.208316917186823
-2.543,-0.203619527652515
-2.542,-0.198917732696675
-2.541,-0.194211724188442
-2.54,-0.189501694019619
-2.539,-0.184787834096862
-2.538,-0.180070336333863
-2.537,-0.175349392643552
-2.536,-0.170625194930289
-2.535,-0.165897935082071
-2.534,-0.161167804962745
-2.533,-0.156434996404232
-2.532,-0.151699701198743
-2.531,-0.146962111091018
-2.53,-0.142222417770564
-2.529,-0.137480812863908
-2.528,-0.132737487926849
-2.527,-0.127992634436723
-2.526,-0.123246443784681
-2.525,-0.118499107267974
-2.524,-0.113750816082236
-2.523,-0.1090017613138
-2.522,-0.104252133931996
-2.521,-0.099502124781492
-2.52,-0.094751924574613
-2.519,-0.0900017238836937
-2.518,-0.0852517131334263
-2.517,-0.0805020825932473
-2.516,-0.0757530223696972
-2.515,-0.0710047223988195
-2.514,-0.0662573724385686
-2.513,-0.0615111620612337
-2.512,-0.0567662806458501
-2.511,-0.0520229173706622
-2.51,-0.0472812612055709
-2.509,-0.0425415009046194
-2.508,-0.0378038249984585
-2.507,-0.0330684217868664
-2.506,-0.0283354793312559
-2.505,-0.0236051854472128
-2.504,-0.0188777276970348
-2.503,-0.0141532933823
-2.502,-0.00943206953644342
-2.501,-0.00471424291735813
-2.5,4.59227382683391E-16
-2.499,0.00471047303097971
-2.498,0.00941699028858432
-2.497,0.0141193661908132
-2.496,0.0188174154679717
-2.495,0.0235109531699794
-2.494,0.0281997946736451
-2.493,0.0328837556899322
-2.492,0.0375626522711965
-2.491,0.0422363008184174
-2.49,0.046904518088396
-2.489,0.051567121200948
-2.488,0.0562239276460499
-2.487,0.060874755291003
-2.486,0.0655194223875433
-2.485,0.0701577475789538
-2.484,0.0747895499071264
-2.483,0.0794146488196406
-2.482,0.0840328641767937
-2.481,0.0886440162586131
-2.48,0.0932479257718423
-2.479,0.0978444138569301
-2.478,0.102433302094959
-2.477,0.10701441251458
-2.476,0.111587567598898
-2.475,0.116152590292371
-2.474,0.120709304007642
-2.473,0.125257532632378
-2.472,0.129797100536065
-2.471,0.134327832576797
-2.47,0.138849554108022
-2.469,0.143362090985273
-2.468,0.147865269572867
-2.467,0.152358916750589
-2.466,0.156842859920336
-2.465,0.161316927012744
-2.464,0.165780946493783
-2.463,0.170234747371333
-2.462,0.174678159201723
-2.461,0.17911101209625
-2.46,0.183533136727664
-2.459,0.187944364336631
-2.458,0.19234452673817
-2.457,0.19673345632805
-2.456,0.201110986089166
-2.455,0.205476949597893
-2.454,0.209831181030395
-2.453,0.214173515168926
-2.452,0.218503787408068
-2.451,0.222821833760979
-2.45,0.227127490865586
-2.449,0.231420595990754
-2.448,0.235700987042416
-2.447,0.239968502569693
-2.446,0.244222981770967
-2.445,0.248464264499923
-2.444,0.252692191271556
-2.443,0.256906603268173
-2.442,0.261107342345327
-2.441,0.26529425103774
-2.44,0.269467172565184
-2.439,0.273625950838348
-2.438,0.277770430464645
-2.437,0.281900456754005
-2.436,0.286015875724628
-2.435,0.290116534108707
-2.434,0.294202279358116
-2.433,0.298272959650062
-2.432,0.302328423892701
-2.431,0.30636852173073
-2.43,0.310393103550938
-2.429,0.314402020487716
-2.428,0.31839512442854
-2.427,0.322372268019424
-2.426,0.326333304670326
-2.425,0.330278088560521
-2.424,0.334206474643947
-2.423,0.338118318654505
-2.422,0.342013477111331
-2.421,0.345891807324025
-2.42,0.349753167397846
-2.419,0.353597416238874
-2.418,0.357424413559131
-2.417,0.361234019881666
-2.416,0.3650260965456
-2.415,0.368800505711145
-2.414,0.372557110364566
-2.413,0.376295774323133
-2.412,0.380016362239995
-2.411,0.38371873960906
-2.41,0.387402772769814
-2.409,0.391068328912095
-2.408,0.394715276080837
-2.407,0.398343483180789
-2.406,0.401952819981174
-2.405,0.405543157120314
-2.404,0.409114366110217
-2.403,0.412666319341141
-2.402,0.416198890086086
-2.401,0.419711952505276
-2.4,0.423205381650581
-2.399,0.426679053469914
-2.398,0.430132844811579
-2.397,0.433566633428578
-2.396,0.436980297982883
-2.395,0.440373718049664
-2.394,0.443746774121478
-2.393,0.447099347612417
-2.392,0.450431320862207
-2.391,0.453742577140284
-2.39,0.457033000649811
-2.389,0.460302476531659
-2.388,0.463550890868351
-2.387,0.46677813068796
-2.386,0.469984083967966
-2.385,0.473168639639074
-2.384,0.476331687588977
-2.383,0.479473118666102
-2.382,0.482592824683284
-2.381,0.485690698421425
-2.38,0.488766633633085
-2.379,0.491820525046051
-2.378,0.494852268366855
-2.377,0.497861760284247
-2.376,0.500848898472621
-2.375,0.503813581595416
-2.374,0.506755709308453
-2.373,0.509675182263241
-2.372,0.512571902110236
-2.371,0.515445771502046
-2.37,0.518296694096623
-2.369,0.521124574560373
-2.368,0.523929318571247
-2.367,0.526710832821779
-2.366,0.529469025022084
-2.365,0.532203803902811
-2.364,0.534915079218045
-2.363,0.537602761748175
-2.362,0.540266763302712
-2.361,0.542906996723062
-2.36,0.545523375885259
-2.359,0.548115815702644
-2.358,0.550684232128512
-2.357,0.553228542158705
-2.356,0.555748663834163
-2.355,0.558244516243426
-2.354,0.560716019525102
-2.353,0.563163094870277
-2.352,0.565585664524891
-2.351,0.567983651792055
-2.35,0.570356981034338
-2.349,0.572705577676001
-2.348,0.575029368205185
-2.347,0.577328280176051
-2.346,0.579602242210888
-2.345,0.581851184002154
-2.344,0.584075036314496
-2.343,0.586273730986699
-2.342,0.588447200933608
-2.341,0.590595380148004
-2.34,0.592718203702415
-2.339,0.594815607750903
-2.338,0.596887529530797
-2.337,0.598933907364376
-2.336,0.600954680660512
-2.335,0.602949789916263
-2.334,0.604919176718423
-2.333,0.606862783745026
-2.332,0.6087805547668
-2.331,0.610672434648577
-2.33,0.612538369350661
-2.329,0.614378305930141
-2.328,0.616192192542172
-2.327,0.617979978441187
-2.326,0.619741613982091
-2.325,0.621477050621386
-2.324,0.623186240918261
-2.323,0.624869138535631
-2.322,0.626525698241134
-2.321,0.62815587590808
-2.32,0.62975962851635
-2.319,0.631336914153255
-2.318,0.632887692014346
-2.317,0.634411922404175
-2.316,0.635909566737014
-2.315,0.637380587537525
-2.314,0.638824948441387
-2.313,0.640242614195873
-2.312,0.64163355066038
-2.311,0.642997724806921
-2.31,0.644335104720558
-2.309,0.645645659599802
-2.308,0.646929359756959
-2.307,0.648186176618424
-2.306,0.64941608272495
-2.305,0.650619051731847
-2.304,0.651795058409148
-2.303,0.652944078641728
-2.302,0.65406608942937
-2.301,0.6551610688868
-2.3,0.656228996243656
-2.299,0.657269851844426
-2.298,0.658283617148336
-2.297,0.65927027472919
-2.296,0.660229808275169
-2.295,0.661162202588575
-2.294,0.662067443585544
-2.293,0.662945518295698
-2.292,0.663796414861759
-2.291,0.664620122539122
-2.29,0.66541663169537
-2.289,0.666185933809756
-2.288,0.666928021472632
-2.287,0.667642888384837
-2.286,0.668330529357035
-2.285,0.668990940309011
-2.284,0.669624118268926
-2.283,0.670230061372516
-2.282,0.670808768862255
-2.281,0.671360241086474
-2.28,0.671884479498423
-2.279,0.672381486655307
-2.278,0.672851266217259
-2.277,0.673293822946281
-2.276,0.673709162705132
-2.275,0.674097292456182
-2.274,0.674458220260205
-2.273,0.674791955275148
-2.272,0.675098507754838
-2.271,0.675377889047655
-2.27,0.675630111595159
-2.269,0.675855188930672
-2.268,0.676053135677814
-2.267,0.676223967548999
-2.266,0.676367701343888
-2.265,0.676484354947793
-2.264,0.676573947330043
-2.263,0.676636498542303
-2.262,0.676672029716853
-2.261,0.676680563064819
-2.26,0.676662121874368
-2.259,0.676616730508852
-2.258,0.676544414404916
-2.257,0.676445200070558
-2.256,0.676319115083151
-2.255,0.676166188087417
-2.254,0.675986448793367
-2.253,0.675779927974189
-2.252,0.675546657464098
-2.251,0.675286670156149
-2.25,0.675
-2.249,0.674686681999636
-2.248,0.674346752211054
-2.247,0.673980247739903
-2.246,0.673587206739087
-2.245,0.67316766840632
-2.244,0.672721672981645
-2.243,0.67224926174491
-2.242,0.671750477013207
-2.241,0.671225362138264
-2.24,0.670673961503799
-2.239,0.670096320522835
-2.238,0.669492485634976
-2.237,0.668862504303637
-2.236,0.66820642501324
-2.235,0.667524297266365
-2.234,0.666816171580867
-2.233,0.66608209948695
-2.232,0.665322133524198
-2.231,0.664536327238576
-2.23,0.663724735179386
-2.229,0.662887412896179
-2.228,0.662024416935642
-2.227,0.661135804838431
-2.226,0.660221635135979
-2.225,0.659281967347254
-2.224,0.65831686197549
-2.223,0.657326380504867
-2.222,0.656310585397168
-2.221,0.655269540088388
-2.22,0.654203308985307
-2.219,0.653111957462027
-2.218,0.651995551856478
-2.217,0.650854159466872
-2.216,0.649687848548135
-2.215,0.648496688308298
-2.214,0.647280748904844
-2.213,0.646040101441034
-2.212,0.644774817962178
-2.211,0.643484971451887
-2.21,0.642170635828282
-2.209,0.640831885940166
-2.208,0.639468797563161
-2.207,0.638081447395815
-2.206,0.636669913055671
-2.205,0.635234273075298
-2.204,0.633774606898289
-2.203,0.632290994875231
-2.202,0.630783518259632
-2.201,0.629252259203819
-2.2,0.627697300754802
-2.199,0.626118726850097
-2.198,0.624516622313534
-2.197,0.62289107285101
-2.196,0.621242165046219
-2.195,0.619569986356357
-2.194,0.61787462510778
-2.193,0.616156170491636
-2.192,0.614414712559468
-2.191,0.612650342218781
-2.19,0.610863151228581
-2.189,0.609053232194872
-2.188,0.607220678566138
-2.187,0.605365584628782
-2.186,0.603488045502538
-2.185,0.60158815713585
-2.184,0.599666016301225
-2.183,0.597721720590554
-2.182,0.595755368410398
-2.181,0.593767058977253
-2.18,0.591756892312777
