X,Y,Z
0.136008651493119,0.100213526538623,-0.0973658980984504
0.672219078213028,0.591314956450675,-0.5160554400822
0.520923791108868,0.742883893601336,-0.534667249478079
0.751371158694702,0.981189380162672,-0.605289710045681
0.412443634684301,0.867469011775094,-0.532441125249637
0.445288986071313,0.291806106523566,-0.298207757530851
0.183315618704845,0.598892998555417,-0.424587567460038
0.12639500459805,0.106163641462606,-0.102292307497135
0.89928756791616,0.339441682291087,-0.355076501056974
0.394158301501106,0.511505233708654,-0.417786199740932
0.142202365245252,0.577571167512231,-0.413243578098513
0.873616591066498,0.893853385675199,-0.578632507522704
0.517201040759031,0.623025857522857,-0.495740331227328
0.862060060692499,0.552980487829303,-0.488456319952748
0.758427303693822,0.764223513138533,-0.577592375194473
0.217924618445785,0.732749273705471,-0.472382604750061
0.536561302499976,0.814383106728639,-0.554362850699647
0.167699541237135,0.863029167489854,-0.49454482176223
0.6643658437916,0.24460292263995,-0.313108688290035
0.823757090797591,0.182582665277315,-0.264430990524524
0.732219383756681,0.146601285586739,-0.240979540759451
0.887202021406778,0.508207704058897,-0.457841626975433
0.836720894052815,0.305355845555979,-0.354381992274211
0.038952341079468,0.553522278450784,-0.400385621724705
0.154095202720281,0.583613327607422,-0.416406270430176
0.223338583303461,0.843750990425179,-0.496445252813066
0.460605004443928,0.782659261436821,-0.529091483874796
0.730034035567668,0.847318506298428,-0.593380220577781
0.0445010454963197,0.438730309121015,-0.342572372627886
0.342429452422641,0.656445698499783,-0.467388367562325
0.452304643916968,0.510280772929611,-0.430767025006508
0.834394359456933,0.0788995267541379,-0.171990089395652
0.990412601034719,0.8813238222807,-0.502272262050443
0.881253428031051,0.186616523001952,-0.250472402062785
0.763983968357552,0.640603231880954,-0.540660228831681
0.753890272172608,0.130330869958347,-0.227289408150028
0.377512897452692,0.200443169614403,-0.21384525419571
0.310708125892726,0.172921308822213,-0.178646156005042
0.186991254842605,0.482349255700211,-0.371334536846006
0.0958294391389539,0.6875703327096,-0.451989547547591
0.363560945113087,0.00812919624339072,-0.0386797464700813
0.273581884166594,0.0421403977186746,-0.0561272068993112
0.610476372905652,0.660113125261877,-0.530860219352764
0.775929487723841,0.237100237104367,-0.313669026445599
0.0384923564359761,0.593872173594747,-0.417584931631589
0.017280961390883,0.871866819186105,-0.491796015448018
0.849949655320949,0.620817222777013,-0.520243505817046
0.0212064317942612,0.211795278874178,-0.189375993358674
0.849594405118747,0.933195919248554,-0.590004280832902
0.723642736143349,0.643840109613687,-0.541298411161557
0.823649186134257,0.335136914703794,-0.377516662769122
0.725025901041233,0.635697655993443,-0.538439746217503
0.597225549304212,0.390463639374465,-0.400030689899713
0.141310223643973,0.323029651614611,-0.273278593951597
0.138970384639448,0.356252240798495,-0.295105331031728
0.250153190048913,0.0679214771529477,-0.0773527211799387
0.774891348503272,0.84851409933728,-0.593266506112585
0.521269956957845,0.108794849856942,-0.170684351978966
0.229921875109412,0.855179548928323,-0.498873514511862
0.166361774589485,0.820053756660794,-0.487647968898827
0.0890154110009352,0.785358654052335,-0.477607095870518
0.109984043312721,0.116534963044462,-0.110928860029766
0.778929406725552,0.687174714097561,-0.555548272782795
0.344083346739431,0.02716156189031,-0.053512881390337
0.0124685117072585,0.645575467414589,-0.437193539583832
0.126553953421897,0.0694052791384527,-0.0687670994576527
0.84639270483665,0.920415970012642,-0.589971334422437
0.18181099700318,0.302884859569111,-0.261932397581772
0.641227429649147,0.793762095224523,-0.573325202771624
0.667793117386241,0.994507927213448,-0.598916383943773
0.106959214924592,0.0893025540489011,-0.0864078437966248
0.425043892679979,0.0847708126727424,-0.125328308625458
0.951898366201645,0.254460190249248,-0.263574062739918
0.979371655960421,0.496340609038328,-0.392541520029327
0.924338586843651,0.552732416557319,-0.459729952822904
0.988631411452925,0.0159343995656665,-0.0267926924401534
0.448574364755436,0.403318113042814,-0.371757960216896
0.283586744517923,0.60054579763686,-0.436557016659108
0.685521682418306,0.915164261338106,-0.597711910392053
0.897337267384244,0.299997644103132,-0.329177173243058
