X,Y,Z,F
-0.370636950566116,1.37260755765545,-0.650165847421197,-0.369995054223289
0.736603204565263,1.81892018923976,0.265644845847423,-0.191539653884112
0.929832887819463,1.9723053600109,0.0882999759838683,-0.0698108851264338
0.390818013667785,1.74187567544679,0.611815325825432,-0.246034183992033
0.164574986129202,1.98202003957285,0.690980133528584,-0.0882960812060505
-0.97009856905092,1.04763639975517,-0.000783028314072398,-0.00189270485576848
0.641444747718388,1.73584508680176,0.242313755965399,-0.165359000934334
-0.359225817341177,1.36683845551844,-0.638266728641062,-0.355409739061017
-0.489282284278721,1.54309456412287,-0.201271543093322,-0.118285705996459
0.721994058164301,1.03337962809796,-0.662707582503256,1.44877979370189
0.691898902340769,1.71451808412432,0.168418812371888,-0.127764224943991
0.35921422237512,1.63317107028169,0.638289797966902,-0.267495753336888
-0.83175864159869,1.40679663522327,-0.35292519334539,-0.410808689807406
0.211110366324687,1.23616918601006,-0.792181254316163,0.335402361378835
0.522749978006526,1.87202893008292,0.953496500838896,-0.450222226685434
0.458545140796002,1.7765767930021,0.376040188450376,-0.171773056123094
0.813413192474612,1.68751410923142,-0.0547333725389869,0.0510546927816728
-0.257848022798506,1.12619219746585,0.350486270000806,0.208388995462636
0.682483811788839,1.08220890492252,-0.569058777198442,1.06769786242992
0.758032120242257,1.74429248546816,0.179880193709368,-0.145475257740026
0.80074937823246,1.03655802831905,-0.77701732138568,1.88846471620448
-0.385973855244455,1.34488995078599,-0.330066453975175,-0.203450990229218
-0.462864554362107,1.06319078059476,-0.670376614590729,-0.787083897917135
0.223053592541966,1.88201874631504,0.117728392853804,-0.0227489087111548
0.103733297694412,1.21350184483768,0.548835999692985,-0.117200578834127
-0.999281219672244,1.23154868796271,0.13164668929103,0.236565519382805
-0.482396791102923,1.25479901378388,-0.605444332492874,-0.530873382367608
0.42237224462963,1.99840229167566,-0.622280972456159,0.206148109420687
-0.977143655060125,1.53608793102579,0.912520995808887,1.03276386746
0.485703722919734,1.51667001296689,0.329401493847697,-0.219310477186374
0.958885672958308,1.07024364477728,0.242043970441922,-0.672349485014939
0.615275581743399,1.33005931562047,-0.198363397083795,0.220540791534219
0.343251134116028,1.20841389643224,0.946571005495864,-0.691232379907107
-0.426046021149039,1.57168585308168,-0.771348013023694,-0.382804476647388
-0.328393557883891,1.34590307444937,-0.29966794124331,-0.157795938001092
0.134742283060854,1.97831680345776,0.746309619337858,-0.0781347237550891
-0.443360427264907,1.10617726205526,-0.125299710111064,-0.130418297569854
0.407617320168674,1.34860890413369,-0.36560956606772,0.256267122710943
-0.307162514260775,1.41149750524468,-0.662434453997397,-0.297257641453828
-0.624251423781796,1.01773426635604,0.599728473368969,1.02063000222614
0.0636768618281178,1.42472728281858,-0.85530046137406,0.0810088420808628
-0.291281780528669,1.77480836742902,0.741210417296088,0.199803773083605
-0.0857338418918042,1.06610791479845,-0.252835693595194,-0.0567286027425424
0.0143463409073525,1.27319225954665,0.0980086254649815,-0.00260592685526487
-0.517153905126535,1.9942045458579,0.392003297664226,0.145409623692651
0.731466729597064,1.96264144986929,0.148890370304904,-0.0915144123910321
0.230625342864223,1.5210970536622,0.658477804078366,-0.201552787481348
0.349016579647785,1.74950429768057,-0.966376618474344,0.342540659542615
0.984602125357977,1.37512085316123,0.749647972115699,-1.29889115669342
-0.696208853203852,1.92088699152714,-0.54172960192471,-0.286688226888224
0.147454797091767,1.35361762865298,0.300680832774537,-0.0736792956533843
-0.295857924804058,1.09767264386119,0.597227457816998,0.427303062158789
0.245414342089886,1.27351385081967,0.377383209154332,-0.175625508703642
0.34955357186253,1.3294648687191,0.611731316803892,-0.3760924178048
0.503376743640606,1.23346176911925,0.108377926309681,-0.113275149244835
0.128954222223012,1.16523669640656,0.612957063972241,-0.176927525283274
-0.477569490083859,1.26611832582069,-0.888490810964371,-0.757882064562787
-0.75476523762447,1.68322173079551,0.321246811030723,0.238719763758722
0.332314523712805,1.70332943105682,0.735629507278937,-0.261462798080084
-0.577895437734643,1.97487890673216,0.462804024914001,0.19448559313002
0.0968116207739365,1.74735207337592,0.204555855413097,-0.0196482910062632
0.108046643693942,1.17900882479246,0.558626906843536,-0.131685577955428
-0.140632339087462,1.94603770597513,-0.360278032105481,-0.0395800827788724
-0.188483204503656,1.52546734142244,-0.970660914194458,-0.231497385876608
0.574234931630603,1.66508125156748,0.860036075082616,-0.56694386289754
0.810469332106986,1.10567363470459,-0.735029868719874,1.59080002496288
-0.0878220016806903,1.58440447356189,-0.226172135962679,-0.023530662525476
0.857609391179311,1.23255253006531,-0.157537795407124,0.29182661580133
-0.744417717155166,1.52893882373556,-0.681371761411748,-0.605841452021433
-0.651012020569996,1.96677751302877,-0.273330819158193,-0.129567930489485
-0.422313877246881,1.74579423357402,-0.309630400806114,-0.12349516215939
0.170308405340255,1.75628528016533,0.227782908647271,-0.0383838432074233
-0.978971349070541,1.00963586336226,0.906088192459682,2.37777369489716
-0.0980878572673741,1.00320639717467,0.416263397181468,0.12052718010181
0.427436055947895,1.8597101750457,-0.769473239260137,0.298034896879009
-0.446487179362794,1.76118198939627,0.499295631307013,0.206399797587596
0.596992748695657,1.48397092648874,0.200237507280018,-0.173188154750616
-0.615311350118209,1.91682724117228,-0.148944008897278,-0.0704921144439512
-0.57616806625765,1.59926016177034,-0.0133914004576838,-0.00855716398821384
0.468865656635926,1.73835213615986,0.046996848435839,-0.0229518824408049
-0.72733152046039,1.91627297106112,-0.841811914891426,-0.466296635538065
0.943941814346225,1.66362762606322,-0.968751438886102,1.09452929158427
0.612127626690112,1.47147228835883,-0.593525382129831,0.536205395380254
-0.151057828485746,1.87507276001272,0.354867755750862,0.0450592004043444
-0.06056077989297,1.54718169675842,-0.45540294597284,-0.0343560892679017
-0.811455218543172,1.22366879513107,0.446584813167943,0.671549203312885
-0.937915518399774,1.82166467696001,0.435600931624789,0.337677665832779
-0.543051353083703,1.08105148772734,-0.0619675752385443,-0.0819346453345305
0.489150325183093,1.21989688165949,0.184171021260361,-0.190949857196575
0.432297930454905,1.07811606514224,-0.220440109544536,0.257072932041381
-0.725583552784655,1.02098626643908,0.707857752616484,1.37814193009374
0.904965239554868,1.93495110257877,-0.672497846109908,0.536166527645895
0.3654303931085,1.55555873959222,-0.678291511181344,0.318960682999801
0.420163497659416,1.40036037690015,-0.889138325557378,0.59658342075773
0.174938234308487,1.59777576886066,-0.906244111225532,0.189620042968212
0.584727869738063,1.69462673312394,-0.0534832768732411,0.0346986096737208
-0.313445443127641,1.96647969981806,-0.517665622643583,-0.122053385334173
0.734236476415358,1.38146012518123,0.427706143685548,-0.532776155527168
-0.186271633763395,1.77610216726924,0.462694122330913,0.0804657047700947
