x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,target
28.0784464518229,13.939023844401,87.6339436848958,20.0777689615885,63.0026733398437,70.0181884765625,59.5551432291667,8.80629475911458,94.8240641276042,1.50430590311686,473.995963541667,165.433089192708,163.806526692708,161.395735677083,140.468115234375,129.394759114583,173.246484375,29.12998046875,7.02796274820964,124.702001953125,122.926342773437,51.7155436197917,90.4672119140625,129.585375976562,8.80555725097656,250.402848307292
27.9565673828125,12.7523630777995,87.050830078125,19.9587849934896,63.0089436848958,70.0071940104167,59.0905476888021,8.83917134602864,94.3845947265625,1.50106328328451,470.098372395833,165.334781901042,163.709944661458,161.314827473958,139.511995442708,129.20791015625,173.192952473958,28.87998046875,6.98564046223958,124.687361653646,122.890942382812,51.9112589518229,90.3614176432292,129.602880859375,8.84712931315104,440.08251953125
25.4313537597656,23.0353210449219,88.32880859375,21.983740234375,74.995751953125,73.9755940755208,62.8899007161458,9.71684875488281,105.476546223958,2.00513585408529,498.910970052083,168.047428385417,166.498518880208,164.132486979167,147.307275390625,132.603426106771,177.262093098958,28.7343607584635,6.54550933837891,127.947347005208,126.616414388021,62.0802164713542,87.2438395182292,127.78447265625,9.72239176432292,292.66435546875
28.5033996582031,36.7104125976562,87.5946126302083,20.555283610026,75.0110595703125,67.1301188151042,59.0911092122396,5.78990427652995,105.495874023437,1.99367866516113,468.923274739583,168.284147135417,166.655338541667,164.435563151042,151.253662109375,133.268888346354,133.582438151042,24.2890096028646,4.40963999430338,128.018147786458,126.657104492188,81.8761637369792,83.4646565755208,126.767700195312,5.78873494466146,100.868253580729
23.0341300964355,46.5804023742676,79.3898468017578,18.674015045166,80.314208984375,69.4903411865234,56.3554840087891,8.22908401489258,101.016265869141,4.64599370956421,447.4716796875,167.47265625,166.355224609375,164.114273071289,141.167465209961,131.965545654297,134.713302612305,18.0197715759277,3.78746867179871,129.219696044922,128.12109375,85.4466171264648,95.5293121337891,125.76171875,8.22908401489258,435.773803710938
20.9795654296875,41.522314453125,73.3207356770833,21.4919270833333,79.9851725260417,63.5003092447917,52.3412272135417,5.30552673339844,99.7309244791667,5.99854583740234,415.119173177083,167.401302083333,166.115055338542,163.252799479167,146.00107421875,132.201236979167,134.1546875,15.2993682861328,0.325565719604492,128.962939453125,128.004313151042,168.925504557292,92.7636881510417,116.290405273438,5.30552673339844,288.503157552083
28.0743103027344,28.4907572428385,106.416569010417,27.3809509277344,79.9782633463542,91.6921956380208,78.3439127604167,11.9748881022135,117.865030924479,2.00107180277506,619.263736979167,171.83955078125,170.136442057292,163.88427734375,136.844124348958,133.588444010417,136.616276041667,29.9668009440104,3.88132349650065,130.125423177083,128.47548828125,175.84912109375,97.9885498046875,125.964241536458,11.9745829264323,403.960774739583
28.0049377441406,36.338134765625,104.717268880208,27.9942830403646,75.0026611328125,97.9831949869792,76.7109700520833,20.0574625651042,124.320711263021,3.2466183980306,608.434830729167,172.056412760417,170.176643880208,163.920817057292,138.046321614583,133.571248372396,180.487451171875,29.9935913085938,10.2744160970052,129.007698567708,127.145369466146,54.6825764973958,89.4088948567708,128.906575520833,20.0555826822917,334.82314453125
28.0274047851562,31.8430643717448,102.276961263021,28.8187784830729,78.1752034505208,90.9576985677083,74.2493977864583,12.2798807779948,126.366463216146,1.98948491414388,588.724283854167,172.258935546875,169.901253255208,160.312906901042,137.656949869792,133.607470703125,179.117431640625,29.9935913085938,9.64794921875,127.805346679687,125.928776041667,53.3846028645833,87.7870361328125,121.712036132812,12.2884501139323,430.0337890625
26.5029968261719,27.6707763671875,93.8153889973958,21.2900166829427,62.9990437825521,76.9550862630208,67.3145751953125,8.46661936442057,99.5996988932292,1.50383033752441,535.672135416667,166.522737630208,164.767431640625,160.772086588542,136.736149088542,129.388956705729,173.676057942708,29.9935913085938,7.82263488769531,125.251708984375,123.259993489583,54.5531860351562,92.0235595703125,128.432438151042,8.44686279296875,338.679654947917
23.8690022786458,27.252978515625,93.6753092447917,24.5409912109375,80.0029052734375,80.9798014322917,69.8063069661458,9.92188924153646,110.55380859375,2.00539525349935,553.121549479167,169.889957682292,168.363330078125,163.458577473958,138.293929036458,132.666316731771,134.994173177083,24.737001546224,5.16276092529297,129.499625651042,128.073486328125,173.58642578125,89.998876953125,124.537036132812,9.92188924153646,323.202213541667
24.9808166503906,21.6955078125,85.6634521484375,20.4863708496094,74.9998046875,75.662451171875,60.6814290364583,13.1284444173177,103.608813476562,2.49057439168294,481.343131510417,168.162744140625,166.573828125,164.055045572917,146.234944661458,132.470825195312,177.4099609375,27.4736511230469,5.99341430664062,127.892822265625,126.559041341146,52.1745157877604,87.4045572916667,128.2146484375,13.1413106282552,280.366927083333
28.3041931152344,33.44228515625,104.557845052083,29.2721435546875,79.9910807291667,86.9757161458333,76.2534423828125,9.63840738932292,118.72158203125,2.00349286397298,603.283984375,171.823372395833,170.129427083333,163.982486979167,136.455875651042,133.312345377604,134.994173177083,27.8019449869792,4.25035603841146,130.04404296875,128.368888346354,175.06953125,89.1126790364583,125.939713541667,9.63840738932292,186.880598958333
23.9857401529948,21.4398111979167,100.04794921875,26.7064758300781,75.0005940755208,90.9142008463542,76.0622477213542,12.7482401529948,118.223111979167,2.99784622192383,602.813606770833,170.678971354167,168.899235026042,164.159765625,139.047314453125,132.83525390625,183.480354817708,29.9935913085938,7.00964813232422,128.779842122396,127.089624023437,110.001521809896,86.9110026041667,128.501228841146,12.7482401529948,423.499772135417
27.339345296224,26.6459147135417,97.2250081380208,22.7576639811198,57.0065633138021,80.0093587239583,69.8831136067708,8.98740844726562,99.1114013671875,1.50655403137207,555.7826171875,166.330192057292,164.261018880208,158.186344401042,132.795361328125,128.343489583333,172.5958984375,29.9935913085938,8.24223124186198,123.965535481771,121.378133138021,50.8415486653646,90.6136881510417,126.837410481771,8.99043375651042,292.812369791667
27.6149251302083,32.7323750813802,104.056583658854,27.3441752115885,74.9867757161458,91.0127197265625,76.4446940104167,13.2549428304036,117.145808919271,1.99147364298503,605.738346354167,170.866422526042,169.052604166667,164.014436848958,138.203955078125,132.926839192708,178.29453125,29.9935913085938,7.69503529866536,128.777400716146,126.940299479167,52.3140787760417,92.4068440755208,129.456429036458,13.243017578125,419.607649739583
25.4813781738281,64.5244710286458,101,24.4412333170573,80.0055419921875,90.9964680989583,75.5208984375,11.4249094645182,116.191593424479,3.9947504679362,597.489518229167,171.007682291667,169.365234375,163.726741536458,138.70048828125,133.432836914062,136.727408854167,28.476611328125,5.30191396077474,130.086360677083,128.423819986979,89.1195963541667,94.523486328125,131.639070638021,11.4254943847656,433.270768229167
25.9910420735677,36.9495727539062,105.073551432292,27.2082356770833,75.0121337890625,96.0268880208333,79.082666015625,15.3182902018229,121.13203125,2.49645411173503,627.5634765625,171.8494140625,169.977278645833,164.160579427083,138.055989583333,133.278759765625,180.159944661458,29.9935913085938,8.25266265869141,128.955615234375,127.098575846354,48.2626871744792,88.418115234375,129.458772786458,15.3182902018229,405.395670572917
26.4862589518229,36.4635131835937,108.164054361979,28.0427286783854,75.0038004557292,99.0756673177083,81.6783121744792,15.8236958821615,125.615201822917,2.49775136311849,648.050716145833,172.50693359375,170.783089192708,164.089046223958,137.953515625,133.616739908854,180.466471354167,29.9935913085938,8.85110168457031,129.211954752604,127.214135742187,50.1836100260417,89.4886393229167,129.099837239583,15.8243316650391,424.240852864583
28.4387369791667,10.8296966552734,104.342537434896,25.3472676595052,75.019677734375,90.1175944010417,75.9082845052083,13.704384358724,117.532885742187,1.4967830657959,601.141731770833,171.225260416667,169.3142578125,164.206884765625,137.981705729167,132.930810546875,178.476904296875,29.9935913085938,10.3026133219401,128.840470377604,126.962272135417,54.2602254231771,92.1208089192708,129.922737630208,13.7137410481771,305.555891927083
23.0181559244792,31.4619384765625,75.2297444661458,19.9783447265625,79.9879475911458,63.5346476236979,52.2116251627604,5.29215189615885,99.10224609375,5.99478454589844,414.044986979167,167.59609375,166.3201171875,164.133203125,139.515152994792,131.141105143229,134.038159179687,16.6577158610026,2.97147471110026,128.961311848958,127.963216145833,168.823372395833,94.7078043619792,117.882071940104,5.29215189615885,198.21923828125
21.9668151855469,32.8302876790365,74.1603922526042,19.7787780761719,79.999560546875,63.5313680013021,52.1937703450521,5.43042246500651,99.5656168619792,5.9924067179362,413.892415364583,167.409342447917,166.17041015625,164.148567708333,140.748388671875,131.213875325521,134.10400390625,19.9118347167969,3.92941462198893,128.905167643229,128.042561848958,168.766015625,95.4369466145833,118.291080729167,5.43042246500651,244.461393229167
20.9877766927083,42.414013671875,72.2613688151042,20.1504618326823,80.0081787109375,63.5134318033854,51.2738403320312,6.54891560872396,98.3179280598958,5.99603830973307,406.239225260417,167.288248697917,166.091943359375,164.24423828125,152.4921875,133.211393229167,134.260530598958,13.4219655354818,0.0911229928334554,128.837215169271,127.879809570312,168.55361328125,92.6542317708333,117.221793619792,6.54891560872396,462.79541015625
24.0731221516927,28.7291076660156,79.0382161458333,20.8367960611979,80.0277587890625,65.4275431315104,54.9650553385417,6.10356750488281,103.475545247396,5.00177154541016,436.1833984375,167.975895182292,166.654736328125,164.213297526042,142.003401692708,131.903767903646,134.382853190104,20.8720784505208,2.56662953694661,129.092333984375,128.111328125,169.350699869792,95.5195475260417,118.289046223958,6.10356750488281,216.0796875
