X,Y,Z
0.32804671403208,0.443902470507636,0.609709072994073
0.864214575817858,0.997625821735157,0.864514055387021
0.954847985169582,0.836572874765045,0.962085182966446
0.693153027140804,0.574878182396032,0.810020735202789
0.206926154486585,0.993540058842287,0.209042783334881
0.00251014437584908,0.136225658034958,0.442356328199924
0.452887298179066,0.72442197327605,0.563367382354671
0.318127303458314,0.449852407549008,0.597370589787946
0.678033103392933,0.282883446729482,0.895908531616701
0.535557403121041,0.590108813855357,0.691776884778397
0.474526838044293,0.703024800564867,0.592111231997171
0.681862904616134,0.55017078028763,0.810037237735861
0.623820904089096,0.612448551369004,0.749005052331011
0.768103618819291,0.504845152726594,0.8752956035772
0.413317621548967,0.975754319684523,0.42226722958374
0.699499862431432,0.792479401638843,0.753351047724692
0.72452991961607,0.115908539880977,0.963339421895523
0.431840742107444,0.440394993275496,0.690873198655583
0.492836985153341,0.818617571568726,0.560326955292691
0.369060705501833,0.890784313411169,0.411507275293929
0.192268815867665,0.596412302599384,0.374036883110125
0.216197633700491,0.0205351223751286,0.969038612948185
0.116652188849787,0.327536058921259,0.494736298416411
0.582872974822035,0.894076899600699,0.617170354537251
0.377946807392395,0.0604105934175687,0.942914548590881
0.573121237934828,0.0172836110036084,0.990425073992613
0.409326629808481,0.609689569009861,0.580073633105089
0.268014718840833,0.413231341031667,0.580359676742154
0.17499516372918,0.869231720657375,0.219793187766949
0.49487558181744,0.746576955250133,0.591449641370788
0.356781480916958,0.530752213562548,0.578677413935612
0.982609419846583,0.632945847844925,0.988957291848347
0.706336472580753,0.327128796215898,0.892498216638177
0.296044803759094,0.0691823815156665,0.919236475483811
0.626147320639842,0.426062474824968,0.819165206589726
0.222860407368946,0.539377190298256,0.444983418658945
0.1182398493677,0.174804562044983,0.688517358632395
0.0984939520942266,0.573406953265287,0.264736635328966
0.875043407519125,0.423210802353735,0.945075053035774
0.696596717856963,0.26002411503811,0.910272418513593
0.545208434235586,0.566703668927472,0.709102537384646
0.14539027426983,0.333975971987,0.525178491561693
0.8244376331159,0.521982517680615,0.904140329283063
0.750087449036093,0.251718549116449,0.93017218432542
0.866082853606456,0.291134370325863,0.959006182721052
0.226697720640036,0.893775774606917,0.265408165602512
0.607035904798432,0.393644327156629,0.821605939605643
0.462279364341469,0.630672478962381,0.614701814387692
0.0912143097005818,0.834982040998289,0.135416399056815
0.421033962262104,0.259550704215549,0.798897838829155
0.772024987678049,0.0312690408973184,0.991942139590766
0.0496931062195667,0.216044838357727,0.522807141377291
0.8346231567754,0.911154933020276,0.848136235216985
0.973635838593737,0.143256438463753,0.996179800448747
0.153599064832926,0.145860033143745,0.760898293484821
0.931106142683678,0.405945235725014,0.971438630150281
