X,Y
2.70430286571018,1.64447647161952
0.559854389298673,0.748234180787455
0.165617021770593,0.406960712809717
1.24389435752386,1.11530011993358
1.88851055546862,1.37423089598096
3.97967990301076,1.99491350765159
0.98695105337234,0.993454102297806
2.74373040225909,1.6564209616698
0.953922195582167,0.976689405892255
1.42594024665326,1.19412739967445
0.837900516772154,0.915369060418886
1.25634642719672,1.12086860389464
0.0822141217259257,0.286730050266668
1.16558667858261,1.07962339664469
1.97313575585679,1.4046835073627
0.274986053880999,0.524391126813755
0.0498773995903035,0.223332486643353
2.23256833344525,1.49417814648898
3.22245668322371,1.79512024199598
0.336320324879214,0.57993131048359
2.49573159741604,1.57978846603463
0.0463801752883895,0.215360570412482
0.643986998275851,0.802488005066649
0.230195650884462,0.479787089118144
1.02774343011615,1.01377681474581
3.94780046119071,1.98690726033972
1.71335769950258,1.30895290194207
2.99969193874851,1.73196187566254
3.15886068324532,1.77731839669917
1.75211838114823,1.32367608618885
0.514521572858682,0.717301591284086
1.13869137250322,1.06709482826187
3.31990816614588,1.822061515467
2.77486135223295,1.66579150923306
3.97523380536009,1.99379883773667
2.81726919087052,1.67847227885078
2.67437084733377,1.6353503744867
2.50122714007768,1.58152683824135
0.234979549477571,0.484746892179383
3.16564381103163,1.77922562117108
0.601541317208098,0.775590947090087
0.605255832105236,0.777981897029254
1.60595828239013,1.26726409338785
1.54832542816837,1.24431725382571
2.88342817474236,1.69806601012516
1.92013564471159,1.38568959175985
1.43973231628531,1.19988845993505
2.03040135419704,1.42492152562765
1.64274559021991,1.28169637208658
0.244338206072417,0.494305781953253
1.86566419477241,1.36589318571124
1.59765686318224,1.26398451856905
0.420734809809535,0.648640740170964
0.199070181743957,0.446172816007381
1.05883474858916,1.02899696238092
0.592848936233867,0.76996684099633
1.34189448443751,1.15840169390307
2.83171664896228,1.68277052771977
3.6437972494503,1.90887329318902
1.08664619947938,1.04242323433401
0.452644339868018,0.672788480778333
1.99038827372491,1.4108112112274
0.155062446406824,0.393779692730369
0.259428302817845,0.509341047646707
3.1915195964257,1.78648246462866
2.61547634252707,1.61724343947566
3.16763636450461,1.77978548272105
0.14324343394098,0.378475143095263
3.17888792305693,1.78294361185567
1.79875498865702,1.34117671790746
1.71608804858199,1.30999543838213
0.805940442906213,0.897741857610646
1.74270805105164,1.32011668084743
3.66374222553888,1.91409044340618
0.569810100963761,0.754857669341553
2.80158285955004,1.67379295599845
2.38798744845856,1.54531144060301
2.57173094865208,1.60366173136733
0.97442357264795,0.987128954416772
3.57580706560421,1.89098045087838
3.41371120219438,1.84762312233702
3.11104503439531,1.76381547628864
0.472399121260363,0.687312971840604
0.671522770233341,0.819464929227201
0.523433485190252,0.723487031805168
0.947037208114527,0.973158367437966
3.94017222522296,1.98498670656077
0.124992880999342,0.353543322662643
3.39302142509097,1.84201558763518
0.115849102874251,0.340366130621499
2.58809127811997,1.60875457361276
1.46419949398008,1.21004111251646
2.975321952015,1.72491215776775
3.65262070290107,1.91118306368099
1.35284298596737,1.16311778679864
2.50548614526761,1.58287275081341
1.05806349521923,1.02862213432301
2.23356590751409,1.49451192953221
1.98845959501072,1.4101275101957
0.255872000999719,0.505837919693373
3.64557882948908,1.90933989365149
3.78587805754176,1.94573329558338
2.40632715039103,1.55123407337224
2.18500035865814,1.47817467122737
3.6821758383145,1.91889964258543
1.12231703501249,1.0593946549858
3.36486155059302,1.83435589529214
3.57620618948159,1.89108598151475
1.15253297638906,1.0735608862049
2.72889540594278,1.65193686499902
2.85581267691586,1.68991499103235
1.3551493467193,1.16410882082359
0.123396233684243,0.351278000569695
2.3766899552142,1.54165169711391
0.0518532451362939,0.227713076340148
2.0513506266408,1.43225368794805
2.64528516927857,1.62643326616206
3.69647929530974,1.92262302475284
1.55953682995391,1.24881416950398
2.6708287062754,1.6342670241657
1.52687692212101,1.23566861339156
0.338871975508256,0.582127112844142
0.218488395264952,0.467427422457168
3.2669329818494,1.80746590060488
1.79306084890688,1.33905222038085
3.61353319501819,1.90092956077236
0.87266710886561,0.934166531655684
1.21523146545869,1.10237537411659
0.803425328993105,0.896339962845072
3.84258585885227,1.96025147847216
0.202513764659528,0.450015293806253
1.8064651912559,1.34404806136384
0.407171143313677,0.63809963431558
2.12650227409939,1.45825315843971
0.682387845749591,0.826067700463825
2.7760579611119,1.6661506417824
3.30439326057779,1.81779901545187
2.49662116507455,1.58006998739757
3.34169135134241,1.82802936282282
0.811184436271709,0.900657779776375
0.9056235237293,0.95164253989053
3.55901694287523,1.88653569880753
3.06374802139209,1.75035654122013
2.56343919470986,1.60107438762534
0.758555612703449,0.870950981802908
3.57675485303084,1.89123104168445
2.04777621152992,1.4310053149901
1.4494947366066,1.20394964039473
0.210933753338394,0.459275247905212
2.58346658632706,1.60731657937292
1.26097917679254,1.12293329133682
0.62714137151538,0.791922579243312
3.40895590731151,1.84633580567336
3.0509864024471,1.74670730302678
0.190371985591569,0.436316382446922
0.946294422481743,0.972776656011925
2.07323740564129,1.4398740936767
1.46623408828542,1.21088153354712
0.654440183344865,0.808974772996578
2.33579674138124,1.52833135850222
1.72596374194277,1.31375939271343
2.08539203696078,1.44408865273597
2.97502599167056,1.72482636565846
3.10836324354363,1.76305508806266
0.402570529934617,0.634484459963061
0.562994575259042,0.750329644395743
2.69515229638087,1.64169190056505
0.270295529689243,0.519899538073696
0.331188758912307,0.5754900163446
1.77427714731877,1.33201995004533
0.854958194507043,0.924639494347415
1.05680695852656,1.02801116653787
3.11758876571376,1.7656694950397
3.37653599199293,1.83753530360451
1.29990595609413,1.14013418337235
0.0786315202896091,0.280413124317692
3.85778654922214,1.96412488126955
3.62102300106106,1.90289857876374
0.892033783926636,0.944475401440734
1.97242431388526,1.40443024528997
2.6218578625987,1.61921519959476
2.85701264135004,1.69026999066718
0.873598200472444,0.934664752984964
2.63788415832396,1.62415644515051
1.68720871063117,1.29892598350759
0.359533762643005,0.599611342990612
1.63814188112462,1.27989916834281
