X,F
0,0
1,0.881373587019543
2,1.44363547517881
3,1.81844645923207
4,2.0947125472611
5,2.31243834127275
6,2.49177985264491
7,2.64412076105863
8,2.77647228072372
9,2.89344398588587
10,2.99822295029797
11,3.09310219505083
12,3.17978543769988
13,3.25957255626292
14,3.33347758688399
15,3.40230664548059
16,3.46671103788472
17,3.52722445619997
18,3.58428965186133
19,3.63827796222954
20,3.68950386898891
21,3.73823603026154
22,3.78470576309943
23,3.82911365162088
24,3.87163475638773
25,3.91242276564126
26,3.95161333608207
27,3.98932680581955
28,4.02567041586982
29,4.06074014324457
30,4.09462222433053
31,4.12739442927165
32,4.15912713462618
33,4.18988423142563
34,4.21972389803107
35,4.24869926123636
36,4.27685896445821
37,4.30424765824956
38,4.33090642553643
39,4.35687315172932
40,4.3821828480655
41,4.40686793509771
42,4.43095849208054
43,4.45448247706051
44,4.47746592170409
45,4.49993310426429
46,4.52190670356432
47,4.54340793644413
48,4.5644566807559
49,4.58507158569381
50,4.60527017099142
51,4.62506891630767
52,4.64448334194325
53,4.66352808187701
54,4.6822169499829
55,4.7005630001772
56,4.71857858115177
57,4.73627538626766
58,4.7536644991135
59,4.77075643517304
60,4.78756117999381
61,4.80408822420354
62,4.82034659568175
63,4.83634488915927
64,4.85209129348869
65,4.86759361680199
66,4.88285930974907
67,4.89789548698994
68,4.91270894709587
69,4.92730619099864
70,4.94169343911329
71,4.95587664724707
72,4.9698615213965
73,4.98365353152433
74,4.9972579243999
75,5.01067973557803
76,5.02392380058495
77,5.03699476537355
78,5.04989709610426
79,5.06263508830332
80,5.07521287544521
81,5.08763443700227
82,5.09990360600066
83,5.11202407611855
84,5.12399940835939
85,5.13583303733057
86,5.14752827715488
87,5.15908832704051
88,5.17051627653282
89,5.18181511046949
90,5.19298771365894
91,5.2040368753004
92,5.21496529316244
93,5.22577557753576
94,5.23647025497466
95,5.24705177184058
96,5.25752249766017
97,5.26788472830945
98,5.27814068903466
99,5.2882925373199
100,5.29834236561059
0,0
0.1,0.0998340788992076
