X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,Y
0.00413394090815777,0.120392663199546,-0.492029668179348,0.614448656703916,0.332279965126021,-0.664153156723863,-0.399367552576439,-0.989335818679383,0.375707982893965,-0.442091724239777,-0.667602425086069
-0.888653709527257,-0.986849633042433,0.623134336346559,-0.49701985053183,-0.716314614684394,0.28305014019903,0.516798233500868,0.121904369704869,-0.509251289421053,0.57563773486196,0.699910514601207
-0.694907850514843,-0.680566469598693,0.801242775237477,-0.178330826381764,-0.898374297166796,0.105200285349321,0.839224141053675,0.303444603295868,-0.815520459277444,0.756950097101962,0.774937550787731
-0.233893279273504,-0.141548892748903,0.277757313399985,-0.65481664465154,-0.437481174580166,0.566091089874062,0.362583323699092,0.779964378983705,-0.354506241938683,0.295934660196289,-0.319831221279772
0.699328163103044,0.331823994715657,0.59176641320618,0.628517585254395,0.275938083714791,-0.918263962938977,0.866984610880489,-0.922379152365583,-0.288365074267696,0.365632730388463,-0.0229162400195168
0.648758534725932,0.72592517494362,-0.857131589170809,0.22967019100433,0.946777017774707,-0.0480296823773603,-0.752906058391767,-0.356878120768088,0.778639689967651,-0.842673869301256,-0.186401667507075
0.237101052710111,0.856814730413448,0.098770817531918,0.186765030768412,0.786166565442962,-0.398243241803312,0.327612712357103,-0.385101428577933,-0.773538981045955,0.82668814059037,-0.184090967870614
0.0160360957998866,0.108491138347539,-0.472191179979637,0.595101316365204,0.312566471126063,-0.683865034879154,-0.387342313161898,-0.969987974029497,0.39542322265809,-0.453990976664701,-0.64207176746214
-0.438316336236502,0.861898311847332,-0.12499404491973,0.0471291446702389,0.0389492900667128,0.126135838480232,-0.168739809926772,-0.112403373027314,-0.252280712419255,0.0274985532806018,-0.397854658335808
0.501974002807861,-0.165512837740945,-0.640161790335589,-0.582282742388147,-0.978531549679705,-0.561736171497436,-0.0942886003978292,0.356307048200701,0.867863219200602,0.106981688902476,0.836743084413242
0.162702080133069,0.805851605675614,0.0482936019656002,0.229906645424177,0.860687389006067,-0.441016217097877,0.276543945836961,-0.466849461073719,-0.824502457823721,0.776186634268655,-0.29098966040296
-0.0159949401896435,-0.108472050425706,0.472210524015178,-0.595135486590475,-0.31260399318128,0.683872947861411,0.387384109522073,0.97001539915102,-0.395400668353634,0.454032956495423,-0.344003902301545
-0.871221213571546,-0.927351346688194,0.60593951577459,0.933624644282652,-0.615573662243684,-0.134118903692374,0.862909444110214,-0.163963218956246,0.439349429085699,-0.862076274552866,1.19597114498649
