X1,X2,X3,X4,X5,Y
0.449094023834703,2.07673772769671,3.05001488276758,0.90014683400517,3.06119295670911,0.596119361629687
3.79421772541111,5.12994859644211,0.396415493252318,4.04628977570596,0.395491310196345,0.402831049685291
4.32854527725804,5.72071521414228,0.976707479852882,3.13934783634947,0.986077253179643,0.447700939458625
5.75845282629795,4.29088478839046,2.35938034185892,4.70943504931858,2.36912201883251,0.555369991225381
5.20614546070717,1.01370708918285,5.3766376711723,4.84193937796912,1.19449743161548,0.382944800619468
1.59942529079258,0.170366213871251,5.00825482880656,2.84898421531519,5.01795714156887,0.432966387559979
3.72282550914046,2.62983826859385,3.9083382535396,3.30876300718141,2.84042043043077,1.51391857973798
0.50824126304552,2.04103921325669,3.10952323951282,0.959646789289463,3.11887604088263,0.61283388868572
1.5151831559523,3.40637296860953,1.77773727069789,1.85140595878507,0.542726483031345,0.616476912390325
3.86716651278948,3.79454210925487,5.68467753996017,2.14444466421717,2.9595408546062,0.698110479862738
3.57145785827224,2.4076919022849,4.13008730506526,3.0852468143765,2.99185752117584,1.43640525393217
5.59179531138898,4.05901839416684,2.99037619161894,5.14051235371514,2.98104632034224,0.574014329139369
4.9128969855753,3.05682115578251,3.42033241786303,2.76888668712203,1.71790701115222,0.949103502911531
3.07204260393559,1.45983578828392,1.23904491401954,4.80173053349176,0.914854270328035,0.553332254875268
5.55874205294734,3.66767703146154,1.35843116606316,1.83884775978253,3.01102168107429,0.623593105715623
3.76434350072275,2.13105257900456,5.66348964358063,0.681738584170057,2.81410379138871,0.530719051436203
3.41294958027148,3.33992699163266,0.250249365111871,2.42848591627052,2.98536785918646,0.759068090214022
3.27475574846025,3.26461898628963,5.45329276570196,1.63024192777934,2.62436814498491,0.758639243908834
1.24818032514262,4.69766696762472,1.86712220325533,3.6127023287962,3.8301357143978,0.75194263308286
2.89531853228,4.82370343282207,4.19381447903435,0.80936964916982,4.16872993365832,0.627871080896407
0.552696111449668,4.215663126429,5.34927109538095,3.77421000938029,0.854519815557757,0.431244636450152
1.07376487409318,2.90772098294872,2.08403472482088,4.50453669793311,5.88369921330216,0.496592348769066
5.36745401660852,5.12039078489653,0.933517572396322,1.34298972368543,0.425937854027361,0.34791413389296
3.99833195394565,3.04548200820467,5.90167272245783,0.938236428817789,2.39071751039958,0.525195352436854
1.07594782761902,1.15309385021755,4.80461658061357,3.2785620251737,5.23413805150989,0.489269111900196
2.71628019340948,1.39944392306484,5.03348141251679,1.83871714877633,0.647095349942589,0.535846482143837
3.56546296046941,1.92918793872911,2.3780399223622,1.08581729648537,2.13020814975728,0.887008080614395
