X,Y,Z
0.0505044008722772,0.935397290143975,0.818005981291483
0.508455564153487,0.381619572495487,0.631948018093784
0.669554669100222,0.285095576496119,0.701826889231068
0.931235568349072,0.0546646961138269,0.805346218108223
0.547660268737855,0.325277302024252,0.626299144492131
0.374707666778636,0.736637246035188,0.882394275485464
0.794515511671667,0.081788494503542,0.720213549315017
0.0562708499041085,0.929629391275726,0.816824281734593
0.101437384519129,0.579051615339483,0.430316724941711
0.127349840041099,0.54162499018517,0.416173928406886
0.757566571644872,0.119053417145986,0.701328812170751
0.943753744695278,0.0703553415533051,0.81471617326618
0.338605057992648,0.389155033833616,0.483035109001698
0.723242815286676,0.83969196510494,1.30991590140939
0.0289222078930871,0.101673730439896,0.0392555391947148
0.21878910651868,0.119017330491687,0.231212406773753
0.0942064768388417,0.500594460754794,0.342047432034144
0.571140797010423,0.901820530393585,1.26713714945293
0.683545506019971,0.776057094050585,1.19805604471591
0.509065212567585,0.402935178578583,0.649005621054606
0.460630746199896,0.812936714573981,1.05831403602844
0.334868540832509,0.857008105343442,0.998833631801361
0.116114491391022,0.250967284490114,0.178796689078011
0.0593427098494355,0.0678203189903452,0.0639074656399456
0.147888586658027,0.146515524747436,0.168815246772159
0.747825437865179,0.847814087254883,1.33851959288385
0.435411958590944,0.385444803951645,0.569805718287673
0.907868998103745,0.587482409222862,1.12651832091717
0.176848625572596,0.638765917075511,0.57272261941026
0.101183687593132,0.159288850184364,0.126381335942028
0.80868358439968,0.181530090789667,0.756326090708702
0.464925806611992,0.56775403338665,0.765147796131932
0.460433755642835,0.0117607014281118,0.444475047114975
0.333953214887053,0.0739739204463488,0.333252508872241
0.709004880792695,0.978318884730879,1.46860822101365
0.913534047527596,0.663463607817763,1.2177737065558
0.419511186987979,0.746859949488859,0.936634844186186
0.816588978706065,0.820603451416968,1.35245409802901
0.433437521437518,0.690846133439533,0.879347445263783
0.429137478216816,0.872776888281288,1.10626789675357
0.180958220777325,0.944449230549962,0.958291420530979
0.625413290836246,0.730776436331397,1.09444234083185
0.375877003272967,0.820122872437379,0.990111462056335
0.824000069364905,0.485384122581543,0.967293166118702
0.399167795758501,0.711579082000903,0.873635625008838
0.120643655331955,0.67365288470724,0.55874267163748
0.709921763211005,0.880355589995243,1.35150906216422
0.915196646683662,0.548396441747527,1.08890827711345
0.947753888542707,0.417731423959539,0.985722231080922
0.970502293428989,0.385058871792876,0.972897222316627
0.651969202247441,0.453191373369934,0.810694439735536
0.119315619608228,0.895910100288668,0.838235973193207
