X,Y,F
0.168596080310781,0.970800949952286,0.177591752449737
0.648176658583846,0.461937448583063,0.818491406328659
0.549364606744927,0.371282416016628,0.800598631415629
0.787623844060028,0.101789045869789,0.975992308642512
0.664270725255895,0.816569152711092,0.71603211211145
0.46899362850678,0.6697375883045,0.60223798069878
0.927679938014522,0.588502051212942,0.956783667099459
0.162643859433626,0.976751848584216,0.169658232156515
0.93069465666327,0.495770466629362,0.965018282355032
0.913835488239731,0.292180142200594,0.974016720783727
0.906112025935695,0.609898220656882,0.941640899655136
0.837360185998809,0.0232324949519784,0.995884700727862
0.159838644592054,0.178490365896954,0.720883144354917
0.287136484470017,0.0229378361308337,0.971783945670224
0.0998237920226119,0.543487589467198,0.28582231571407
0.148576871060901,0.104572742270439,0.819235318422845
0.343385779145962,0.73263964888934,0.456978440537434
0.0628782571439813,0.268165877849834,0.476210350501773
0.474940409528776,0.871503565896187,0.522624592693497
0.0893797623201692,0.936837772358404,0.10410731937674
0.000309888739210993,0.151343982003476,0.294418511702352
0.838044945345736,0.337137400483977,0.942172753243715
0.00886709010434968,0.373065827035593,0.171548635051398
0.0937876694588428,0.0813597734275646,0.82484816128401
0.729687165638825,0.755577406789078,0.788114265085615
0.234988206120904,0.883171961149939,0.278307891181606
0.08861022304944,0.703848956316674,0.181630003818203
0.113663221968725,0.248112264379885,0.58302574222188
0.754649741983658,0.571996032160706,0.851276941511511
0.73478659725161,0.798120614559883,0.781952757455704
0.826614370063556,0.0126748797513253,0.997589397696828
0.0237407486475401,0.120838431902425,0.636351821955668
0.260411478872507,0.995208908802645,0.262095611691703
0.160413017766646,0.74941127462066,0.253745063739231
0.114362923687874,0.286502071490163,0.537275173705938
0.520271896738622,0.179450690089597,0.889359490014312
0.582396842907741,0.890353503378656,0.617962220246354
0.227393314528138,0.590169211521319,0.417243901514338
0.0634920497107068,0.122507854393336,0.713384577465931
0.067369416604603,0.69465793499133,0.153526156837715
0.233144416062428,0.136736835617744,0.819466201647807
0.697365281334465,0.119315668735494,0.957904831213259
0.667013517270566,0.891724504272389,0.69690975676385
0.265344788382143,0.989590463691761,0.26903477942524
0.0110224543630663,0.839934257287517,0.0226799705245819
0.51925281074812,0.570529619830318,0.688042407748852
0.147026680909802,0.213240298259361,0.664439292910621
0.0447763800725286,0.398311304021234,0.290200101691133
0.608471088485902,0.615135566707499,0.736679047432841
0.444449918680929,0.493181476949989,0.670367179743666
0.281465323940261,0.99612974282264,0.282849727950334
0.939341366276923,0.156183185325047,0.990274234638567
0.301127186813654,0.464378244584514,0.572720626705948
0.0287107825346083,0.00766590959570974,0.973149385171192
0.248217178100771,0.924915073887658,0.275594687086987
0.0415252102635627,0.0908195225267717,0.749058507715593
0.945577595603088,0.415336121668885,0.977026083843609
0.223559812927516,0.844531333736268,0.282190653583431
0.373526322975179,0.0546686998695761,0.947587573298364
0.367506941633184,0.897405958943396,0.407255268206767
0.150418689975147,0.0805737429951722,0.858444310947471
0.776860017510331,0.333832442139702,0.919163688415517
0.384850875098456,0.681025427226216,0.521883580074305
0.605753128092213,0.65920534046814,0.71860153415823
0.699424843466707,0.748748819983739,0.765156104820975
0.466001112355385,0.353192583740035,0.76361900966006
0.223425298049912,0.286557890075854,0.650861733169511
0.2156729985065,0.923047924862022,0.242695416190901
0.909816730979322,0.137330546541449,0.987104471568945
0.754904914124614,0.187196786326169,0.948728226939989
0.421553440257337,0.722603418799723,0.535694556875372
0.932046270447794,0.198390439897401,0.98613571235745
