X,Y,F
0.0124018227244731,0.361177989598638,-0.29595510332225
-2.66596112858177,-2.9605488991273,76.8052953562427
-2.08472355154453,-2.04169940879608,32.0746712171391
-0.701679837820511,-0.424646678246709,1.10269741817625
2.09798448930913,0.995471984146971,9.63919471493213
1.9462756041778,2.17777552483086,7.16996614341501
0.711303158130334,2.57044419124034,0.629249704681611
0.0481082873996597,0.325473415042617,-0.272612928783982
-1.31494900870951,2.58569493554199,6.02063589823829
1.50592200842358,-0.496538513222835,2.34760398895224
0.488106240399206,2.41755481702684,0.445202607040282
-0.0479848205689306,-0.325416151277119,0.378479775850365
-2.61366364071464,-2.78205404006458,71.1723313009388
2.00457798806126,2.26689740951799,8.39445219994799
2.10977972836927,-1.72545492386572,13.6359818178681
-1.68595572344166,0.944981788272266,12.3732560369558
2.77038220916185,1.61944076340167,37.3350161852462
-2.3927266475262,2.27348634397459,46.7868180023805
2.25674133544246,2.16049046468932,14.6174944787438
-0.79473494314466,2.85046267878508,2.11298668289731
-3,-3,115.5
-3,-2.9,115.105
-3,-2.8,114.72
-3,-2.7,114.345
-3,-2.6,113.98
-3,-2.5,113.625
-3,-2.4,113.28
-3,-2.3,112.945
-3,-2.2,112.62
-3,-2.1,112.305
-3,-2,112
-3,-1.9,111.705
-3,-1.8,111.42
-3,-1.7,111.145
-3,-1.6,110.88
-3,-1.5,110.625
-3,-1.4,110.38
-3,-1.3,110.145
-3,-1.2,109.92
-3,-1.1,109.705
-3,-1,109.5
-3,-0.9,109.305
-3,-0.8,109.12
-3,-0.7,108.945
-3,-0.6,108.78
-3,-0.5,108.625
-3,-0.4,108.48
-3,-0.3,108.345
-3,-0.2,108.22
-3,-0.1,108.105
-3,0,108
-3,0.1,107.905
-3,0.2,107.82
-3,0.3,107.745
-3,0.4,107.68
-3,0.5,107.625
-3,0.6,107.58
-3,0.7,107.545
-3,0.8,107.52
-3,0.9,107.505
-3,1,107.5
-3,1.1,107.505
-3,1.2,107.52
-3,1.3,107.545
-3,1.4,107.58
-3,1.5,107.625
-3,1.6,107.68
-3,1.7,107.745
-3,1.8,107.82
-3,1.9,107.905
-3,2,108
-3,2.1,108.105
-3,2.2,108.22
-3,2.3,108.345
-3,2.4,108.48
-3,2.5,108.625
-3,2.6,108.78
-3,2.7,108.945
-3,2.8,109.12
-3,2.9,109.305
-3,3,109.5
-2.9,-3,102.6171
-2.9,-2.9,102.2221
-2.9,-2.8,101.8371
-2.9,-2.7,101.4621
-2.9,-2.6,101.0971
-2.9,-2.5,100.7421
-2.9,-2.4,100.3971
-2.9,-2.3,100.0621
-2.9,-2.2,99.7371
-2.9,-2.1,99.4221
-2.9,-2,99.1171
-2.9,-1.9,98.8221
-2.9,-1.8,98.5371
-2.9,-1.7,98.2621
-2.9,-1.6,97.9971
-2.9,-1.5,97.7421
-2.9,-1.4,97.4971
-2.9,-1.3,97.2621
-2.9,-1.2,97.0371
-2.9,-1.1,96.8221
-2.9,-1,96.6171
-2.9,-0.9,96.4221
-2.9,-0.8,96.2371
-2.9,-0.7,96.0621
-2.9,-0.6,95.8971
-2.9,-0.5,95.7421
-2.9,-0.4,95.5971
-2.9,-0.3,95.4621
-2.9,-0.2,95.3371
-2.9,-0.1,95.2221
-2.9,0,95.1171
-2.9,0.1,95.0221
-2.9,0.2,94.9371
-2.9,0.3,94.8621
-2.9,0.4,94.7971
-2.9,0.5,94.7421
-2.9,0.6,94.6971
-2.9,0.7,94.6621
-2.9,0.8,94.6371
-2.9,0.9,94.6221
-2.9,1,94.6171
-2.9,1.1,94.6221
-2.9,1.2,94.6371
-2.9,1.3,94.6621
-2.9,1.4,94.6971
-2.9,1.5,94.7421
-2.9,1.6,94.7971
-2.9,1.7,94.8621
-2.9,1.8,94.9371
-2.9,1.9,95.0221
-2.9,2,95.1171
-2.9,2.1,95.2221
-2.9,2.2,95.3371
-2.9,2.3,95.4621
-2.9,2.4,95.5971
-2.9,2.5,95.7421
-2.9,2.6,95.8971
-2.9,2.7,96.0621
-2.9,2.8,96.2371
-2.9,2.9,96.4221
-2.9,3,96.6171
-2.8,-3,90.9176
-2.8,-2.9,90.5226
-2.8,-2.8,90.1376
-2.8,-2.7,89.7626
-2.8,-2.6,89.3976
-2.8,-2.5,89.0426
-2.8,-2.4,88.6976
-2.8,-2.3,88.3626
-2.8,-2.2,88.0376
-2.8,-2.1,87.7226
-2.8,-2,87.4176
-2.8,-1.9,87.1226
-2.8,-1.8,86.8376
-2.8,-1.7,86.5626
-2.8,-1.6,86.2976
-2.8,-1.5,86.0426
-2.8,-1.4,85.7976
-2.8,-1.3,85.5626
-2.8,-1.2,85.3376
-2.8,-1.1,85.1226
-2.8,-1,84.9176
-2.8,-0.9,84.7226
-2.8,-0.8,84.5376
-2.8,-0.7,84.3626
-2.8,-0.6,84.1976
-2.8,-0.5,84.0426
-2.8,-0.4,83.8976
-2.8,-0.3,83.7626
-2.8,-0.2,83.6376
-2.8,-0.1,83.5226
-2.8,0,83.4176
-2.8,0.1,83.3226
-2.8,0.2,83.2376
-2.8,0.3,83.1626
-2.8,0.4,83.0976
-2.8,0.5,83.0426
-2.8,0.6,82.9976
-2.8,0.7,82.9626
-2.8,0.8,82.9376
-2.8,0.9,82.9226
-2.8,1,82.9176
-2.8,1.1,82.9226
-2.8,1.2,82.9376
-2.8,1.3,82.9626
-2.8,1.4,82.9976
-2.8,1.5,83.0426
-2.8,1.6,83.0976
-2.8,1.7,83.1626
-2.8,1.8,83.2376
-2.8,1.9,83.3226
-2.8,2,83.4176
-2.8,2.1,83.5226
-2.8,2.2,83.6376
-2.8,2.3,83.7626
-2.8,2.4,83.8976
-2.8,2.5,84.0426
-2.8,2.6,84.1976
-2.8,2.7,84.3626
-2.8,2.8,84.5376
-2.8,2.9,84.7226
-2.8,3,84.9176
-2.7,-3,80.3271
-2.7,-2.9,79.9321
-2.7,-2.8,79.5471
-2.7,-2.7,79.1721
-2.7,-2.6,78.8071
-2.7,-2.5,78.4521
-2.7,-2.4,78.1071
-2.7,-2.3,77.7721
-2.7,-2.2,77.4471
-2.7,-2.1,77.1321
-2.7,-2,76.8271
-2.7,-1.9,76.5321
-2.7,-1.8,76.2471
-2.7,-1.7,75.9721
-2.7,-1.6,75.7071
-2.7,-1.5,75.4521
-2.7,-1.4,75.2071
-2.7,-1.3,74.9721
-2.7,-1.2,74.7471
-2.7,-1.1,74.5321
-2.7,-1,74.3271
-2.7,-0.9,74.1321
-2.7,-0.8,73.9471
-2.7,-0.7,73.7721
-2.7,-0.6,73.6071
-2.7,-0.5,73.4521
-2.7,-0.4,73.3071
-2.7,-0.3,73.1721
-2.7,-0.2,73.0471
-2.7,-0.1,72.9321
-2.7,0,72.8271
-2.7,0.1,72.7321
-2.7,0.2,72.6471
-2.7,0.3,72.5721
-2.7,0.4,72.5071
-2.7,0.5,72.4521
-2.7,0.6,72.4071
-2.7,0.7,72.3721
-2.7,0.8,72.3471
-2.7,0.9,72.3321
-2.7,1,72.3271
-2.7,1.1,72.3321
-2.7,1.2,72.3471
-2.7,1.3,72.3721
-2.7,1.4,72.4071
-2.7,1.5,72.4521
-2.7,1.6,72.5071
-2.7,1.7,72.5721
-2.7,1.8,72.6471
-2.7,1.9,72.7321
-2.7,2,72.8271
-2.7,2.1,72.9321
-2.7,2.2,73.0471
-2.7,2.3,73.1721
-2.7,2.4,73.3071
-2.7,2.5,73.4521
-2.7,2.6,73.6071
-2.7,2.7,73.7721
-2.7,2.8,73.9471
-2.7,2.9,74.1321
-2.7,3,74.3271
-2.6,-3,70.7736
-2.6,-2.9,70.3786
-2.6,-2.8,69.9936
-2.6,-2.7,69.6186
-2.6,-2.6,69.2536
-2.6,-2.5,68.8986
-2.6,-2.4,68.5536
-2.6,-2.3,68.2186
-2.6,-2.2,67.8936
-2.6,-2.1,67.5786
-2.6,-2,67.2736
-2.6,-1.9,66.9786
-2.6,-1.8,66.6936
-2.6,-1.7,66.4186
-2.6,-1.6,66.1536
-2.6,-1.5,65.8986
-2.6,-1.4,65.6536
-2.6,-1.3,65.4186
-2.6,-1.2,65.1936
-2.6,-1.1,64.9786
-2.6,-1,64.7736
-2.6,-0.9,64.5786
-2.6,-0.8,64.3936
-2.6,-0.7,64.2186
-2.6,-0.6,64.0536
-2.6,-0.5,63.8986
-2.6,-0.4,63.7536
-2.6,-0.3,63.6186
-2.6,-0.2,63.4936
-2.6,-0.1,63.3786
-2.6,0,63.2736
-2.6,0.1,63.1786
-2.6,0.2,63.0936
-2.6,0.3,63.0186
-2.6,0.4,62.9536
-2.6,0.5,62.8986
-2.6,0.6,62.8536
-2.6,0.7,62.8186
-2.6,0.8,62.7936
-2.6,0.9,62.7786
-2.6,1,62.7736
-2.6,1.1,62.7786
-2.6,1.2,62.7936
-2.6,1.3,62.8186
-2.6,1.4,62.8536
-2.6,1.5,62.8986
-2.6,1.6,62.9536
-2.6,1.7,63.0186
-2.6,1.8,63.0936
-2.6,1.9,63.1786
-2.6,2,63.2736
-2.6,2.1,63.3786
-2.6,2.2,63.4936
-2.6,2.3,63.6186
-2.6,2.4,63.7536
-2.6,2.5,63.8986
-2.6,2.6,64.0536
-2.6,2.7,64.2186
-2.6,2.8,64.3936
-2.6,2.9,64.5786
-2.6,3,64.7736
-2.5,-3,62.1875
-2.5,-2.9,61.7925
-2.5,-2.8,61.4075
-2.5,-2.7,61.0325
-2.5,-2.6,60.6675
-2.5,-2.5,60.3125
-2.5,-2.4,59.9675
-2.5,-2.3,59.6325
-2.5,-2.2,59.3075
-2.5,-2.1,58.9925
-2.5,-2,58.6875
-2.5,-1.9,58.3925
-2.5,-1.8,58.1075
-2.5,-1.7,57.8325
-2.5,-1.6,57.5675
-2.5,-1.5,57.3125
-2.5,-1.4,57.0675
-2.5,-1.3,56.8325
-2.5,-1.2,56.6075
-2.5,-1.1,56.3925
-2.5,-1,56.1875
-2.5,-0.9,55.9925
-2.5,-0.8,55.8075
-2.5,-0.7,55.6325
-2.5,-0.6,55.4675
-2.5,-0.5,55.3125
-2.5,-0.4,55.1675
-2.5,-0.3,55.0325
-2.5,-0.2,54.9075
-2.5,-0.1,54.7925
-2.5,0,54.6875
-2.5,0.1,54.5925
-2.5,0.2,54.5075
-2.5,0.3,54.4325
-2.5,0.4,54.3675
-2.5,0.5,54.3125
-2.5,0.6,54.2675
-2.5,0.7,54.2325
-2.5,0.8,54.2075
-2.5,0.9,54.1925
-2.5,1,54.1875
-2.5,1.1,54.1925
-2.5,1.2,54.2075
-2.5,1.3,54.2325
-2.5,1.4,54.2675
-2.5,1.5,54.3125
-2.5,1.6,54.3675
-2.5,1.7,54.4325
-2.5,1.8,54.5075
-2.5,1.9,54.5925
-2.5,2,54.6875
-2.5,2.1,54.7925
-2.5,2.2,54.9075
-2.5,2.3,55.0325
-2.5,2.4,55.1675
-2.5,2.5,55.3125
-2.5,2.6,55.4675
-2.5,2.7,55.6325
-2.5,2.8,55.8075
-2.5,2.9,55.9925
-2.5,3,56.1875
-2.4,-3,54.5016
-2.4,-2.9,54.1066
-2.4,-2.8,53.7216
-2.4,-2.7,53.3466
-2.4,-2.6,52.9816
-2.4,-2.5,52.6266
-2.4,-2.4,52.2816
-2.4,-2.3,51.9466
-2.4,-2.2,51.6216
-2.4,-2.1,51.3066
-2.4,-2,51.0016
-2.4,-1.9,50.7066
-2.4,-1.8,50.4216
-2.4,-1.7,50.1466
-2.4,-1.6,49.8816
-2.4,-1.5,49.6266
-2.4,-1.4,49.3816
-2.4,-1.3,49.1466
-2.4,-1.2,48.9216
-2.4,-1.1,48.7066
-2.4,-1,48.5016
-2.4,-0.9,48.3066
-2.4,-0.8,48.1216
-2.4,-0.7,47.9466
-2.4,-0.6,47.7816
