X,F
0,0
1,1
2,1.4142135623731
3,1.73205080756888
4,2
5,2.23606797749979
6,2.44948974278318
7,2.64575131106459
8,2.82842712474619
9,3
10,3.16227766016838
11,3.3166247903554
12,3.46410161513775
13,3.60555127546399
14,3.74165738677394
15,3.87298334620742
16,4
17,4.12310562561766
18,4.24264068711928
19,4.35889894354067
20,4.47213595499958
21,4.58257569495584
22,4.69041575982343
23,4.79583152331272
24,4.89897948556636
25,5
26,5.09901951359278
27,5.19615242270663
28,5.29150262212918
29,5.3851648071345
30,5.47722557505166
31,5.56776436283002
32,5.65685424949238
33,5.74456264653803
34,5.8309518948453
35,5.91607978309962
36,6
37,6.08276253029822
38,6.16441400296898
39,6.2449979983984
40,6.32455532033676
41,6.40312423743285
42,6.48074069840786
43,6.557438524302
44,6.6332495807108
45,6.70820393249937
46,6.78232998312527
47,6.85565460040104
48,6.92820323027551
49,7
50,7.07106781186548
51,7.14142842854285
52,7.21110255092798
53,7.28010988928052
54,7.34846922834953
55,7.41619848709566
56,7.48331477354788
57,7.54983443527075
58,7.61577310586391
59,7.68114574786861
60,7.74596669241483
61,7.81024967590665
62,7.87400787401181
63,7.93725393319377
64,8
65,8.06225774829855
66,8.12403840463596
67,8.18535277187245
68,8.24621125123532
69,8.30662386291807
70,8.36660026534076
71,8.42614977317636
72,8.48528137423857
73,8.54400374531753
74,8.60232526704263
75,8.66025403784439
76,8.71779788708135
77,8.77496438739212
78,8.83176086632785
79,8.88819441731559
80,8.94427190999916
81,9
82,9.05538513813742
83,9.1104335791443
84,9.16515138991168
85,9.21954445729289
86,9.2736184954957
87,9.32737905308882
88,9.38083151964686
89,9.4339811320566
90,9.48683298050514
91,9.53939201416946
92,9.59166304662544
93,9.64365076099295
94,9.69535971483266
95,9.74679434480896
96,9.79795897113271
97,9.8488578017961
98,9.89949493661167
99,9.9498743710662
100,10
0,0
0.1,0.316227766016838
0.2,0.447213595499958
0.3,0.547722557505166
0.4,0.632455532033676
0.5,0.707106781186548
0.6,0.774596669241483
0.7,0.836660026534076
0.8,0.894427190999916
0.9,0.948683298050514
1,1
1.1,1.04880884817015
1.2,1.09544511501033
1.3,1.14017542509914
1.4,1.18321595661992
1.5,1.22474487139159
1.6,1.26491106406735
1.7,1.30384048104053
1.8,1.34164078649987
1.9,1.37840487520902
2,1.4142135623731
2.1,1.44913767461894
2.2,1.48323969741913
2.3,1.51657508881031
2.4,1.54919333848297
2.5,1.58113883008419
2.6,1.61245154965971
2.7,1.6431676725155
2.8,1.67332005306815
2.9,1.70293863659264
3,1.73205080756888
3.1,1.7606816861659
3.2,1.78885438199983
3.3,1.81659021245849
3.4,1.84390889145858
3.5,1.87082869338697
3.6,1.89736659610103
3.7,1.92353840616713
3.8,1.94935886896179
3.9,1.97484176581315
4,2
4.1,2.02484567313166
4.2,2.04939015319192
4.3,2.07364413533277
4.4,2.0976176963403
4.5,2.12132034355964
4.6,2.14476105895272
4.7,2.16794833886788
4.8,2.19089023002066
4.9,2.21359436211787
5,2.23606797749979
5.1,2.25831795812724
5.2,2.28035085019828
5.3,2.30217288664427
5.4,2.32379000772445
5.5,2.34520787991171
5.6,2.36643191323985
5.7,2.38746727726266
5.8,2.40831891575846
5.9,2.42899156029822
6,2.44948974278318
6.1,2.46981780704569
6.2,2.48997991959775
6.3,2.50998007960223
6.4,2.5298221281347
6.5,2.54950975679639
6.6,2.56904651573303
6.7,2.58843582110896
6.8,2.60768096208106
6.9,2.62678510731274
7,2.64575131106459
7.1,2.66458251889485
7.2,2.68328157299975
7.3,2.70185121722126
7.4,2.72029410174709
7.5,2.73861278752583
7.6,2.75680975041804
7.7,2.77488738510232
7.8,2.79284800875379
7.9,2.81069386451104
8,2.82842712474619
8.1,2.84604989415154
8.2,2.86356421265527
8.3,2.88097205817759
8.4,2.89827534923789
8.5,2.91547594742265
8.6,2.93257565972304
8.7,2.94957624075052
8.8,2.96647939483827
8.9,2.98328677803526
9,3
9.1,3.01662062579967
9.2,3.03315017762062
9.3,3.04959013639538
9.4,3.06594194335118
9.5,3.08220700148449
9.6,3.09838667696593
9.7,3.11448230047949
9.8,3.13049516849971
9.9,3.14642654451045
10,3.16227766016838
10.1,3.17804971641414
10.2,3.19374388453426
10.3,3.20936130717624
10.4,3.22490309931942
10.5,3.24037034920393
10.6,3.25576411921994
10.7,3.27108544675923
10.8,3.286335345031
10.9,3.30151480384384
11,3.3166247903554
11.1,3.33166624979154
11.2,3.3466401061363
11.3,3.36154726279432
11.4,3.37638860322683
11.5,3.39116499156263
11.6,3.40587727318528
11.7,3.42052627529741
11.8,3.43511280746353
11.9,3.44963766213207
12,3.46410161513775
12.1,3.47850542618522
12.2,3.4928498393146
12.3,3.50713558335004
12.4,3.5213633723318
12.5,3.53553390593274
12.6,3.54964786985977
12.7,3.56370593624109
12.8,3.57770876399966
12.9,3.59165699921359
13,3.60555127546399
13.1,3.61939221417077
13.2,3.63318042491699
13.3,3.64691650576209
13.4,3.66060104354463
13.5,3.67423461417477
13.6,3.68781778291716
13.7,3.70135110466435
13.8,3.71483512420134
13.9,3.72827037646145
14,3.74165738677394
14.1,3.75499667110372
14.2,3.76828873628335
14.3,3.78153408023781
14.4,3.79473319220206
14.5,3.80788655293195
14.6,3.82099463490856
14.7,3.83405790253616
14.8,3.84707681233427
14.9,3.86005181312376
15,3.87298334620742
15.1,3.88587184554509
15.2,3.89871773792359
15.3,3.91152144312159
15.4,3.92428337406972
15.5,3.93700393700591
15.6,3.9496835316263
15.7,3.96232255123179
15.8,3.97492138287036
15.9,3.98748040747538
16,4
16.1,4.01248052954778
16.2,4.02492235949962
16.3,4.03732584763727
16.4,4.04969134626332
16.5,4.06201920231798
16.6,4.07430975749267
16.7,4.08656334834051
16.8,4.09878030638384
16.9,4.11096095821889
17,4.12310562561766
17.1,4.13521462562707
17.2,4.14728827066554
17.3,4.15932686861708
17.4,4.17133072292284
17.5,4.18330013267038
17.6,4.19523539268061
17.7,4.20713679359253
17.8,4.2190046219458
17.9,4.23083916026124
18,4.24264068711928
18.1,4.25440947723653
18.2,4.26614580154031
18.3,4.27784992724149
18.4,4.28952211790544
18.5,4.30116263352131
18.6,4.31277173056957
18.7,4.32434966208793
18.8,4.33589667773576
18.9,4.34741302385683
19,4.35889894354067
19.1,4.37035467668243
19.2,4.38178046004133
19.3,4.39317652729776
19.4,4.40454310910905
19.5,4.41588043316392
19.6,4.42718872423573
19.7,4.43846820423443
19.8,4.4497190922574
19.9,4.46094160463909
20,4.47213595499958
20.1,4.48330235429198
20.2,4.49444101084885
20.3,4.50555213042752
20.4,4.51663591625449
20.5,4.52769256906871
20.6,4.53872228716409
20.7,4.54972526643093
20.8,4.56070170039655
20.9,4.57165178026498
21,4.58257569495584
21.1,4.59347363114234
21.2,4.60434577328853
21.3,4.61519230368573
21.4,4.62601340248815
21.5,4.63680924774785
21.6,4.6475800154489
21.7,4.65832587954085
21.8,4.6690470119715
21.9,4.67974358271904
22,4.69041575982343
22.1,4.70106370941726
22.2,4.7116875957559
22.3,4.72228758124704
22.4,4.73286382647969
22.5,4.74341649025257
22.6,4.75394572960189
22.7,4.76445169982864
22.8,4.77493455452533
22.9,4.78539444560216
23,4.79583152331272
23.1,4.80624593627917
23.2,4.81663783151692
23.3,4.82700735445887
23.4,4.83735464897913
23.5,4.84767985741633
23.6,4.85798312059645
23.7,4.86826457785523
23.8,4.87852436706019
23.9,4.88876262463213
24,4.89897948556636
24.1,4.90917508345343
24.2,4.91934955049954
24.3,4.9295030175465
24.4,4.93963561409139
24.5,4.94974746830583
24.6,4.9598387070549
24.7,4.96990945591567
24.8,4.97995983919549
24.9,4.98998997994986
25,5
25.1,5.00999001995014
25.2,5.01996015920445
25.3,5.02991053598372
25.4,5.03984126734166
25.5,5.04975246918104
25.6,5.05964425626941
25.7,5.06951674225463
25.8,5.07937003968012
25.9,5.08920425999979
26,5.09901951359278
26.1,5.10881590977792
26.2,5.11859355682789
26.3,5.12835256198323
26.4,5.13809303146605
26.5,5.1478150704935
26.6,5.15751878329105
26.7,5.16720427310553
26.8,5.17687164221791
26.9,5.18652099195598
27,5.19615242270663
27.1,5.20576603392815
27.2,5.21536192416212
27.3,5.22494019104525
27.4,5.23450093132096
27.5,5.24404424085076
27.6,5.25357021462548
27.7,5.26307894677631
27.8,5.27257053058563
27.9,5.2820450584977
28,5.29150262212918
28.1,5.30094331227943
28.2,5.3103672189407
28.3,5.31977443130815
28.4,5.32916503778969
28.5,5.33853912601566
28.6,5.34789678284838
28.7,5.35723809439155
