X,Y
0.05,-5.92047290537525E-06
0.15,-0.000419749007439608
0.25,-0.00274401196221596
0.35,-0.00865712869883085
0.45,-0.0188802483808035
0.55,-0.0328110725857248
0.65,-0.0489323311053432
0.75,-0.0656009623671634
0.85,-0.0816674053035405
0.95,-0.0965069428436634
1.05,-0.109383732295163
1.15,-0.11844620342562
1.25,-0.119896592312321
1.35,-0.107879148079444
1.45,-0.0753868180812261
1.55,-0.0160908039249987
1.65,0.0733946108360804
1.75,0.191536336844118
1.85,0.33090836260811
1.95,0.478668116131514
2.05,0.618502436286259
2.15,0.733608667330639
2.25,0.809947806298644
2.35,0.838908951060112
2.45,0.818687138001621
2.55,0.754046510781425
2.65,0.654600992907619
2.75,0.53215440287064
2.85,0.397880642093045
2.95,0.260127697446967
3.05,0.123405164941488
3.15,-0.011260902932035
3.25,-0.144833388735259
3.35,-0.27818298055409
3.45,-0.41012347226412
3.55,-0.536205226226642
3.65,-0.648663675105309
3.75,-0.737569420270121
3.85,-0.792874615006599
3.95,-0.806795759520179
4.05,-0.77588224302209
4.15,-0.702210543169124
4.25,-0.593382864778259
4.35,-0.461324700368414
4.45,-0.320180362489122
4.55,-0.183819324099514
4.65,-0.0635386204328811
4.75,0.0335325158437331
4.85,0.105020124716479
4.95,0.15284199447932
5.05,0.181903717832688
5.15,0.198346516319256
5.25,0.207808845646738
5.35,0.21411380276363
5.45,0.218647548642438
5.55,0.220495761638348
5.65,0.217209805788787
5.75,0.205930344422152
5.85,0.184534557822302
5.95,0.152501268565708
6.05,0.111290243594783
6.15,0.0641748881389303
6.25,0.0156116350081695
6.35,-0.0296615620461021
6.45,-0.0675548277218131
6.55,-0.0953562246291978
6.65,-0.112104052799522
6.75,-0.118545864676245
6.85,-0.116734098067944
6.95,-0.10939093836152
7.05,-0.0992168105405734
7.15,-0.0883117798583468
7.25,-0.0778333184274864
7.35,-0.0679429329999461
7.45,-0.0580181005457853
7.55,-0.0470439429056218
7.65,-0.0340646821416607
7.75,-0.0185734999090534
7.85,-0.000747689719905402
7.95,0.0185162055556574
8.05,0.0377589903626041
8.15,0.0552530948756731
8.25,0.0693526892366911
8.35,0.0788126285740371
8.45,0.0830053634811505
8.55,0.0819960883854549
8.65,0.076473377629061
8.75,0.0675659068704428
8.85,0.0565981100577866
8.95,0.0448448673700557
9.05,0.0333377011107598
9.15,0.0227561389371909
9.25,0.01341375547071
9.35,0.00532531527757903
9.45,-0.00167526922664372
9.55,-0.00780367189809564
9.65,-0.0132153756483146
9.75,-0.0179415267980259
9.85,-0.0218795920233004
9.95,-0.0248328799025084
-0.5,-0.0692191662209823
-0.45,-0.0464379176568401
-0.4,-0.0294621675877784
-0.35,-0.017433316356191
-0.3,-0.00943106031709047
-0.25,-0.00452411088916105
-0.2,-0.00182895083458939
-0.15,-0.00056660189466364
-0.1,-0.000108693086296745
-0.05,-6.54313447627556E-06
0,0
0.05,-5.92047290537525E-06
0.1,-8.89903723981037E-05
0.15,-0.000419749007439608
0.2,-0.00122598240763888
0.25,-0.00274401196221596
0.3,-0.00517587564272387
0.35,-0.00865712869883085
0.4,-0.0132382052428645
0.45,-0.0188802483808035
0.5,-0.0254643081877282
0.55,-0.0328110725857248
0.6,-0.0407070337997998
0.65,-0.0489323311053432
0.7,-0.057285499199392
0.75,-0.0656009623671634
0.8,-0.0737562490233578
0.85,-0.0816674053035405
0.9,-0.0892727708954409
0.95,-0.0965069428436634
1,-0.103268200413493
1.05,-0.109383732295163
1.1,-0.114577577792354
1.15,-0.11844620342562
1.2,-0.120446083316857
1.25,-0.119896592312321
1.3,-0.116000062935524
1.35,-0.107879148079444
1.4,-0.0946298417869762
1.45,-0.0753868180812261
1.5,-0.0493963195458011
1.55,-0.0160908039249987
1.6,0.0248409598316732
1.65,0.0733946108360804
1.7,0.129207388804052
1.75,0.191536336844118
1.8,0.259260510831339
1.85,0.33090836260811
1.9,0.404709502287215
1.95,0.478668116131514
2,0.550653582802201
2.05,0.618502436286259
2.1,0.680124882844178
2.15,0.733608667330639
2.2,0.777313232294796
2.25,0.809947806298644
2.3,0.830628236863242
2.35,0.838908951060112
2.4,0.834788256127692
2.45,0.818687138001621
2.5,0.79140362503436
2.55,0.754046510781425
2.6,0.707953643967287
2.65,0.654600992907619
2.7,0.595509207315954
2.75,0.53215440287064
2.8,0.465889393541961
2.85,0.397880642093045
2.9,0.329064872475183
2.95,0.260127697446967
3,0.191504886385553
3.05,0.123405164941488
3.1,0.0558518299407852
3.15,-0.011260902932035
3.2,-0.0781019284912663
3.25,-0.144833388735259
3.3,-0.21154282440914
3.35,-0.27818298055409
3.4,-0.344524221510933
3.45,-0.41012347226412
3.5,-0.474312294176053
3.55,-0.536205226226642
3.6,-0.594727989459508
3.65,-0.648663675105309
3.7,-0.696713721292122
3.75,-0.737569420270121
3.8,-0.769988957905497
3.85,-0.792874615006599
3.9,-0.805344773512717
3.95,-0.806795759520179
4,-0.796949283133396
4.05,-0.77588224302209
4.1,-0.744036874310459
4.15,-0.702210543169124
4.2,-0.651525836186196
4.25,-0.593382864778259
4.3,-0.529396820025977
4.35,-0.461324700368414
4.4,-0.39098574050144
4.45,-0.320180362489122
4.5,-0.250612439788816
4.55,-0.183819324099514
4.6,-0.121113466670897
4.65,-0.0635386204328811
4.7,-0.0118426008551395
4.75,0.0335325158437331
4.8,0.0724429930487269
4.85,0.105020124716479
4.9,0.13163323998176
4.95,0.15284199447932
5,0.169341449166714
5.05,0.181903717832688
5.1,0.191319990014267
5.15,0.198346516319256
5.2,0.203657703492626
5.25,0.207808845646738
5.3,0.211210264725322
5.35,0.21411380276363
5.4,0.216611758596317
5.45,0.218647548642438
